trial, posx, posy, posz, rot
4 , 1816.400269 , 9787.308594 , 75.0 , 116.48114
4 , -9707.214844 , 9972.298828 , 75.0 , -141.274475
4 , -209.560638 , -2961.327148 , 75.0 , -99.778122
4 , 5220.652344 , 8771.554688 , 75.0 , -80.238998
4 , -7933.762695 , 5186.892578 , 75.0 , 19.202211
4 , -9616.463867 , 7970.167969 , 75.0 , 149.838516
4 , 4750.824219 , 14222.666016 , 75.0 , -159.75087
4 , 8932.410156 , 2735.585938 , 75.0 , -78.527435
4 , -4793.62793 , -9798.293945 , 75.0 , -99.179138
4 , 9170.876953 , 10220.404297 , 75.0 , -28.62118
4 , 3088.277344 , 8997.390625 , 75.0 , 153.17485
4 , 13630.904297 , -5039.713867 , 75.0 , 37.74025
4 , 208.73819 , -12796.823242 , 75.0 , -170.698105
4 , -7376.679199 , 12673.484375 , 75.0 , 31.152222
4 , 1046.103394 , -5833.960938 , 75.0 , -155.313705
4 , 13928.390625 , -8663.861328 , 75.0 , -23.006693
4 , -10675.263672 , -11199.964844 , 75.0 , -15.030199
4 , -10171.206055 , -8103.015625 , 75.0 , -101.016113
4 , -7738.69873 , -13068.801758 , 75.0 , 148.768127
4 , -3077.879883 , 16.30864 , 75.0 , 81.996338
4 , -247.750092 , -2610.999023 , 75.0 , -28.53582
4 , 9331.224609 , -5350.011719 , 75.0 , 165.835449
