time,trial,gameplay?, 1 (x y rot), 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28,
27.98 , 1 , true , 5049.029297 13548.196289 151.371536,1576.134766 -14862.155273 -136.356659,-12967.25293 6343.237305 142.241409,-5673.157715 12209.5625 -110.975815,-7254.979004 3142.488037 -29.716803,-1790.336548 -12375.416992 -166.835373,10480.053711 9994.426758 -62.076477,-9218.761719 3668.879639 -178.968948,-12238.975586 -10092.021484 19.966345,10058.206055 -13161.652344 152.915771,-3307.895752 10629.331055 171.761169,-10999.46582 14297.451172 -76.607529,-4164.437988 8088.94043 107.028419,14496.641602 10939.527344 18.6751,-1645.548096 -2969.361328 94.468399,-7493.549805 8248.245117 -18.810612,-3517.451172 -1978.288696 -50.66869,12828.743164 13642.50293 100.478043,-14540.994141 -10313.178711 101.574463,-7397.595215 -5650.598145 12.772784,1769.410156 -8957.001953 -142.007309,-11834.649414 13316.945312 128.944595,3121.233643 5452.879395 158.7341,7554.787598 4037.565674 117.799545,-8476.193359 11379.977539 162.422607,-2532.76416 3449.050049 156.783432,3986.514893 -2527.019287 58.912174,-10013.410156 4233.339355 -159.448639,
28.48 , 1 , true , 5021.813477 13563.060547 151.371536,1573.963867 -14864.226562 43.64333,-12991.774414 6362.21875 142.241409,-5684.25293 12180.621094 -110.975815,-7228.050781 3127.124268 -29.716803,-1820.522949 -12382.470703 -166.835373,10494.584961 9967.029297 -62.076477,-9249.761719 3668.31958 -178.968948,-12209.852539 -10081.425781 19.966345,10030.59668 -13147.544922 152.915771,-3338.577881 10633.78125 171.761169,-10992.291016 14267.298828 -76.607529,-4173.52002 8118.578125 107.028419,14526.006836 10949.457031 18.6751,-1647.962402 -2938.452148 94.468399,-7464.199707 8238.254883 -18.810612,-3497.803711 -2002.265259 -50.66869,12823.112305 13672.988281 100.478043,-14547.200195 -10282.814453 101.574463,-7367.367188 -5643.741211 12.772784,1744.979492 -8976.074219 -142.007309,-11854.145508 13341.042969 128.944595,3092.345215 5464.125977 158.7341,7540.332031 4064.98584 117.799545,-8505.740234 11389.332031 162.422607,-2561.251465 3461.272949 156.783432,4002.521973 -2500.469482 58.912174,-10042.442383 4222.456055 -159.448639,
28.98 , 1 , true , 4994.597656 13577.924805 151.371536,1596.396484 -14842.823242 43.64333,-13016.295898 6381.200195 142.241409,-5695.348145 12151.679688 -110.975815,-7201.122559 3111.760498 -29.716803,-1850.709351 -12389.524414 -166.835373,10509.116211 9939.631836 -62.076477,-9280.761719 3667.759521 -178.968948,-12180.729492 -10070.830078 19.966345,10002.987305 -13133.4375 152.915771,-3369.26001 10638.231445 171.761169,-10985.116211 14237.146484 -76.607529,-4182.602051 8148.21582 107.028419,14555.37207 10959.386719 18.6751,-1650.376709 -2907.542969 94.468399,-7434.849609 8228.264648 -18.810612,-3478.15625 -2026.241821 -50.66869,12817.481445 13703.473633 100.478043,-14553.40625 -10252.450195 101.574463,-7337.13916 -5636.884277 12.772784,1720.548828 -8995.146484 -142.007309,-11873.641602 13365.140625 128.944595,3063.456787 5475.372559 158.7341,7525.876465 4092.406006 117.799545,-8535.287109 11398.686523 162.422607,-2589.73877 3473.49585 156.783432,4018.529053 -2473.919678 58.912174,-10071.474609 4211.572754 -159.448639,
29.48 , 1 , true , 4967.381836 13592.789062 151.371536,1618.829102 -14821.419922 43.64333,-13040.817383 6400.181641 142.241409,-5706.443359 12122.738281 -110.975815,-7174.194336 3096.396729 -29.716803,-1880.895752 -12396.578125 -166.835373,10523.647461 9912.234375 -62.076477,-9311.761719 3667.199463 -178.968948,-12151.606445 -10060.234375 19.966345,9975.37793 -13119.330078 152.915771,-3399.942139 10642.681641 171.761169,-10977.941406 14206.994141 -76.607529,-4191.684082 8177.853516 107.028419,14584.737305 10969.316406 18.6751,-1652.791016 -2876.633789 94.468399,-7405.499512 8218.274414 -18.810612,-3458.508789 -2050.218506 -50.66869,12811.850586 13733.958984 100.478043,-14559.612305 -10222.085938 101.574463,-7306.911133 -5630.027344 12.772784,1696.118164 -9014.21875 -142.007309,-11893.137695 13389.238281 128.944595,3034.568359 5486.619141 158.7341,7511.420898 4119.83252 117.799545,-8564.833984 11408.041016 162.422607,-2618.226074 3485.71875 156.783432,4034.536133 -2447.369873 58.912174,-10100.506836 4200.689453 -159.448639,
29.98 , 1 , true , 4940.166016 13607.65332 151.371536,1641.261719 -14800.016602 43.64333,-13065.338867 6419.163086 142.241409,-5717.538574 12093.796875 -110.975815,-7147.266113 3081.032959 -29.716803,-1911.082153 -12403.631836 -166.835373,10538.178711 9884.836914 -62.076477,-9342.761719 3666.639404 -178.968948,-12122.483398 -10049.638672 19.966345,9947.768555 -13105.222656 152.915771,-3430.624268 10647.131836 171.761169,-10970.766602 14176.841797 -76.607529,-4200.766113 8207.491211 107.028419,14614.102539 10979.246094 18.6751,-1655.205322 -2845.724609 94.468399,-7376.149414 8208.28418 -18.810612,-3438.861328 -2074.195068 -50.66869,12806.219727 13764.444336 100.478043,-14565.818359 -10191.72168 101.574463,-7276.683105 -5623.17041 12.772784,1671.6875 -9033.291016 -142.007309,-11912.633789 13413.335938 128.944595,3005.679932 5497.865723 158.7341,7496.965332 4147.260254 117.799545,-8594.380859 11417.395508 162.422607,-2646.713379 3497.94165 156.783432,4050.543213 -2420.820068 58.912174,-10129.539062 4189.806152 -159.448639,
30.48 , 1 , true , 4912.950195 13622.517578 151.371536,1663.694336 -14778.613281 43.64333,-13089.860352 6438.144531 142.241409,-5728.633789 12064.855469 -110.975815,-7120.337891 3065.669189 -29.716803,-1941.268555 -12410.685547 -166.835373,10552.709961 9857.439453 -62.076477,-9373.761719 3666.079346 -178.968948,-12093.360352 -10039.042969 19.966345,9920.15918 -13091.115234 152.915771,-3461.306396 10651.582031 171.761169,-10963.591797 14146.689453 -76.607529,-4209.848145 8237.128906 107.028419,14643.467773 10989.175781 18.6751,-1657.619629 -2814.81543 94.468399,-7346.799316 8198.293945 -18.810612,-3419.213867 -2098.171631 -50.66869,12800.588867 13794.929688 100.478043,-14572.024414 -10161.357422 101.574463,-7246.455078 -5616.313477 12.772784,1647.256836 -9052.363281 -142.007309,-11932.129883 13437.433594 128.944595,2976.791504 5509.112305 158.7341,7482.509766 4174.687988 117.799545,-8623.927734 11426.75 162.422607,-2675.200684 3510.164551 156.783432,4066.550293 -2394.270264 58.912174,-10158.571289 4178.922852 -159.448639,
30.98 , 1 , true , 4885.734375 13637.381836 151.371536,1686.126953 -14757.209961 43.64333,-13114.381836 6457.125977 142.241409,-5739.729004 12035.914062 -110.975815,-7093.409668 3050.30542 -29.716803,-1971.454956 -12417.739258 -166.835373,10567.241211 9830.041992 -62.076477,-9404.761719 3665.519287 -178.968948,-12064.237305 -10028.447266 19.966345,9892.549805 -13077.007812 152.915771,-3491.988525 10656.032227 171.761169,-10956.416992 14116.537109 -76.607529,-4218.930176 8266.766602 107.028419,14672.833008 10999.105469 18.6751,-1660.033936 -2783.90625 94.468399,-7317.449219 8188.303711 -18.810612,-3399.566406 -2122.148193 -50.66869,12794.958008 13825.415039 100.478043,-14578.230469 -10130.993164 101.574463,-7216.227051 -5609.456543 12.772784,1622.826172 -9071.435547 -142.007309,-11951.625977 13461.53125 128.944595,2947.903076 5520.358887 158.7341,7468.054199 4202.115723 117.799545,-8653.474609 11436.104492 162.422607,-2703.687988 3522.387451 156.783432,4082.557373 -2367.720459 58.912174,-10187.603516 4168.039551 -159.448639,
31.48 , 1 , true , 4858.518555 13652.246094 151.371536,1708.55957 -14735.806641 43.64333,-13138.90332 6476.107422 142.241409,-5750.824219 12006.972656 -110.975815,-7066.481445 3034.94165 -29.716803,-2001.641357 -12424.792969 -166.835373,10581.772461 9802.644531 -62.076477,-9435.761719 3664.959229 -178.968948,-12035.114258 -10017.851562 19.966345,9864.94043 -13062.900391 152.915771,-3522.670654 10660.482422 171.761169,-10949.242188 14086.384766 -76.607529,-4228.012207 8296.404297 107.028419,14702.198242 11009.035156 18.6751,-1662.448242 -2752.99707 94.468399,-7288.099121 8178.313477 -18.810612,-3379.918945 -2146.124756 -50.66869,12789.327148 13855.900391 100.478043,-14584.436523 -10100.628906 101.574463,-7185.999023 -5602.599609 12.772784,1598.395508 -9090.507812 -142.007309,-11971.12207 13485.628906 128.944595,2919.014648 5531.605469 158.7341,7453.598633 4229.543457 117.799545,-8683.021484 11445.458984 162.422607,-2732.175293 3534.610352 156.783432,4098.563477 -2341.170654 58.912174,-10216.635742 4157.15625 -159.448639,
31.98 , 1 , true , 4831.302734 13667.110352 151.371536,1730.992188 -14714.40332 43.64333,-13163.424805 6495.088867 142.241409,-5761.919434 11978.03125 -110.975815,-7039.553223 3019.577881 -29.716803,-2031.827759 -12431.84668 -166.835373,10596.303711 9775.24707 -62.076477,-9466.761719 3664.39917 -178.968948,-12005.991211 -10007.255859 19.966345,9837.331055 -13048.792969 152.915771,-3553.352783 10664.932617 171.761169,-10942.067383 14056.232422 -76.607529,-4237.094238 8326.041992 107.028419,14731.563477 11018.964844 18.6751,-1664.862549 -2722.087891 94.468399,-7258.749023 8168.323242 -18.810612,-3360.271484 -2170.101318 -50.66869,12783.696289 13886.385742 100.478043,-14590.642578 -10070.264648 101.574463,-7155.770996 -5595.742676 12.772784,1573.964844 -9109.580078 -142.007309,-11990.618164 13509.726562 128.944595,2890.126221 5542.852051 158.7341,7439.143066 4256.971191 117.799545,-8712.568359 11454.813477 162.422607,-2760.662598 3546.833252 156.783432,4114.562988 -2314.62085 58.912174,-10245.667969 4146.272949 -159.448639,
32.48 , 1 , true , 4804.086914 13681.974609 151.371536,1753.424805 -14693.0 43.64333,-13187.946289 6514.070312 142.241409,-5773.014648 11949.089844 -110.975815,-7012.625 3004.214111 -29.716803,-2062.012451 -12438.900391 -166.835373,10610.834961 9747.849609 -62.076477,-9497.761719 3663.839111 -178.968948,-11976.868164 -9996.660156 19.966345,9809.72168 -13034.685547 152.915771,-3584.034912 10669.382812 171.761169,-10934.892578 14026.080078 -76.607529,-4246.17627 8355.679688 107.028419,14760.928711 11028.894531 18.6751,-1667.276855 -2691.178711 94.468399,-7229.398926 8158.333008 -18.810612,-3340.624023 -2194.077881 -50.66869,12778.06543 13916.871094 100.478043,-14596.848633 -10039.900391 101.574463,-7125.542969 -5588.885742 12.772784,1549.53418 -9128.652344 -142.007309,-12010.114258 13533.824219 128.944595,2861.237793 5554.098633 158.7341,7424.6875 4284.398926 117.799545,-8742.115234 11464.167969 162.422607,-2789.149902 3559.056152 156.783432,4130.5625 -2288.071045 58.912174,-10274.700195 4135.389648 -159.448639,
32.98 , 1 , true , 4776.871094 13696.838867 151.371536,1775.857422 -14671.59668 43.64333,-13212.467773 6533.051758 142.241409,-5784.109863 11920.148438 -110.975815,-6985.696777 2988.850342 -29.716803,-2092.195068 -12445.954102 -166.835373,10625.366211 9720.452148 -62.076477,-9528.761719 3663.279053 -178.968948,-11947.745117 -9986.064453 19.966345,9782.112305 -13020.578125 152.915771,-3614.717041 10673.833008 171.761169,-10927.717773 13995.927734 -76.607529,-4255.258301 8385.317383 107.028419,14790.293945 11038.824219 18.6751,-1669.691162 -2660.269531 94.468399,-7200.048828 8148.342773 -18.810612,-3320.976562 -2218.054443 -50.66869,12772.43457 13947.356445 100.478043,-14603.054688 -10009.536133 101.574463,-7095.314941 -5582.028809 12.772784,1525.103516 -9147.724609 -142.007309,-12029.610352 13557.921875 128.944595,2832.349365 5565.345215 158.7341,7410.231934 4311.82666 117.799545,-8771.662109 11473.522461 162.422607,-2817.637207 3571.279053 156.783432,4146.562012 -2261.52124 58.912174,-10303.732422 4124.506348 -159.448639,
33.48 , 1 , true , 4749.655273 13711.703125 151.371536,1798.290039 -14650.193359 43.64333,-13236.989258 6552.033203 142.241409,-5795.205078 11891.207031 -110.975815,-6958.768555 2973.486572 -29.716803,-2122.377686 -12453.007812 -166.835373,10639.897461 9693.054688 -62.076477,-9559.761719 3662.718994 -178.968948,-11918.62207 -9975.46875 19.966345,9754.50293 -13006.470703 152.915771,-3645.39917 10678.283203 171.761169,-10920.542969 13965.775391 -76.607529,-4264.340332 8414.955078 107.028419,14785.557617 11037.222656 -161.32489,-1672.105469 -2629.360352 94.468399,-7170.69873 8138.352539 -18.810612,-3301.329102 -2242.031006 -50.66869,12766.803711 13977.841797 100.478043,-14609.260742 -9979.171875 101.574463,-7065.086914 -5575.171875 12.772784,1500.672852 -9166.796875 -142.007309,-12049.106445 13582.019531 128.944595,2803.460938 5576.591797 158.7341,7395.776367 4339.254395 117.799545,-8801.208984 11482.876953 162.422607,-2846.124512 3583.501953 156.783432,4162.561523 -2234.971436 58.912174,-10332.764648 4113.623047 -159.448639,
33.980999 , 1 , true , 4722.439453 13726.567383 151.371536,1820.722656 -14628.790039 43.64333,-13261.510742 6571.014648 142.241409,-5806.300293 11862.265625 -110.975815,-6931.840332 2958.122803 -29.716803,-2152.560303 -12460.061523 -166.835373,10654.428711 9665.657227 -62.076477,-9590.761719 3662.158936 -178.968948,-11889.499023 -9964.873047 19.966345,9726.893555 -12992.363281 152.915771,-3676.081299 10682.733398 171.761169,-10913.368164 13935.623047 -76.607529,-4273.422363 8444.592773 107.028419,14756.192383 11027.292969 -161.32489,-1674.519775 -2598.451172 94.468399,-7141.348633 8128.362305 -18.810612,-3281.681641 -2266.007568 -50.66869,12761.172852 14008.327148 100.478043,-14615.466797 -9948.807617 101.574463,-7034.858887 -5568.314941 12.772784,1476.242188 -9185.869141 -142.007309,-12068.602539 13606.117188 128.944595,2774.57251 5587.838379 158.7341,7381.320801 4366.682129 117.799545,-8830.755859 11492.231445 162.422607,-2874.611816 3595.724854 156.783432,4178.561035 -2208.421631 58.912174,-10361.796875 4102.739746 -159.448639,
34.480999 , 1 , true , 4695.223633 13741.431641 151.371536,1843.155273 -14607.386719 43.64333,-13286.032227 6589.996094 142.241409,-5817.395508 11833.324219 -110.975815,-6904.912109 2942.759033 -29.716803,-2182.74292 -12467.115234 -166.835373,10668.959961 9638.259766 -62.076477,-9621.761719 3661.598877 -178.968948,-11860.375977 -9954.277344 19.966345,9699.28418 -12978.255859 152.915771,-3706.763428 10687.183594 171.761169,-10906.193359 13905.470703 -76.607529,-4282.504395 8474.230469 107.028419,14726.827148 11017.363281 -161.32489,-1676.934082 -2567.541992 94.468399,-7111.998535 8118.37207 -18.810612,-3262.03418 -2289.984131 -50.66869,12755.541992 14038.8125 100.478043,-14621.672852 -9918.443359 101.574463,-7004.630859 -5561.458008 12.772784,1451.811523 -9204.941406 -142.007309,-12088.098633 13630.214844 128.944595,2745.684082 5599.084961 158.7341,7366.865234 4394.109863 117.799545,-8860.302734 11501.585938 162.422607,-2903.099121 3607.947754 156.783432,4194.560547 -2181.871826 58.912174,-10390.829102 4091.856445 -159.448639,
34.980999 , 1 , true , 4668.007812 13756.295898 151.371536,1865.587891 -14585.983398 43.64333,-13310.553711 6608.977539 142.241409,-5828.490723 11804.382812 -110.975815,-6877.983887 2927.395264 -29.716803,-2212.925537 -12474.168945 -166.835373,10683.491211 9610.862305 -62.076477,-9652.761719 3661.038818 -178.968948,-11831.25293 -9943.681641 19.966345,9671.674805 -12964.148438 152.915771,-3737.445557 10691.633789 171.761169,-10899.018555 13875.318359 -76.607529,-4291.586426 8503.868164 107.028419,14697.461914 11007.433594 -161.32489,-1679.348389 -2536.632812 94.468399,-7082.648438 8108.381836 -18.810612,-3242.386719 -2313.960693 -50.66869,12749.911133 14069.297852 100.478043,-14627.878906 -9888.079102 101.574463,-6974.402832 -5554.601074 12.772784,1427.380859 -9224.013672 -142.007309,-12107.594727 13654.3125 128.944595,2716.795654 5610.331543 158.7341,7352.409668 4421.537598 117.799545,-8889.849609 11510.94043 162.422607,-2931.586426 3620.170654 156.783432,4210.560059 -2155.322021 58.912174,-10419.861328 4080.973145 -159.448639,
35.480999 , 1 , true , 4640.791992 13771.160156 151.371536,1888.020508 -14564.580078 43.64333,-13335.075195 6627.958984 142.241409,-5839.585938 11775.441406 -110.975815,-6851.055664 2912.031494 -29.716803,-2243.108154 -12481.222656 -166.835373,10698.022461 9583.464844 -62.076477,-9683.761719 3660.47876 -178.968948,-11802.129883 -9933.085938 19.966345,9644.06543 -12950.041016 152.915771,-3768.127686 10696.083984 171.761169,-10891.84375 13845.166016 -76.607529,-4300.668457 8533.505859 107.028419,14668.09668 10997.503906 -161.32489,-1681.762695 -2505.723633 94.468399,-7053.29834 8098.391602 -18.810612,-3222.739258 -2337.937256 -50.66869,12744.280273 14099.783203 100.478043,-14634.084961 -9857.714844 101.574463,-6944.174805 -5547.744141 12.772784,1402.950195 -9243.085938 -142.007309,-12127.09082 13678.410156 128.944595,2687.907227 5621.578125 158.7341,7337.954102 4448.965332 117.799545,-8919.396484 11520.294922 162.422607,-2960.07373 3632.393555 156.783432,4226.55957 -2128.772217 58.912174,-10448.893555 4070.089844 -159.448639,
35.980999 , 1 , true , 4613.576172 13786.024414 151.371536,1910.453125 -14543.176758 43.64333,-13359.59668 6646.94043 142.241409,-5850.681152 11746.5 -110.975815,-6824.127441 2896.667725 -29.716803,-2273.290771 -12488.276367 -166.835373,10712.553711 9556.067383 -62.076477,-9714.761719 3659.918701 -178.968948,-11773.006836 -9922.490234 19.966345,9616.456055 -12935.933594 152.915771,-3798.809814 10700.53418 171.761169,-10884.668945 13815.013672 -76.607529,-4309.750488 8563.143555 107.028419,14638.731445 10987.574219 -161.32489,-1684.177002 -2474.814453 94.468399,-7023.948242 8088.401367 -18.810612,-3203.091797 -2361.913818 -50.66869,12738.649414 14130.268555 100.478043,-14640.291016 -9827.350586 101.574463,-6913.946777 -5540.887207 12.772784,1378.519531 -9262.158203 -142.007309,-12146.586914 13702.507812 128.944595,2659.018799 5632.824707 158.7341,7323.498535 4476.393066 117.799545,-8948.943359 11529.649414 162.422607,-2988.561035 3644.616455 156.783432,4242.559082 -2102.222412 58.912174,-10477.925781 4059.206543 -159.448639,
36.480999 , 1 , true , 4586.360352 13800.888672 151.371536,1932.885742 -14521.773438 43.64333,-13384.118164 6665.921875 142.241409,-5861.776367 11717.558594 -110.975815,-6797.199219 2881.303955 -29.716803,-2303.473389 -12495.330078 -166.835373,10727.084961 9528.669922 -62.076477,-9745.761719 3659.358643 -178.968948,-11743.883789 -9911.894531 19.966345,9588.84668 -12921.826172 152.915771,-3829.491943 10704.984375 171.761169,-10877.494141 13784.861328 -76.607529,-4318.83252 8592.78125 107.028419,14609.366211 10977.644531 -161.32489,-1686.591309 -2443.905273 94.468399,-6994.598145 8078.411133 -18.810612,-3183.444336 -2385.890381 -50.66869,12733.018555 14160.753906 100.478043,-14646.49707 -9796.986328 101.574463,-6883.71875 -5534.030273 12.772784,1354.088867 -9281.230469 -142.007309,-12166.083008 13726.605469 128.944595,2630.130371 5644.071289 158.7341,7309.042969 4503.820801 117.799545,-8978.490234 11539.003906 162.422607,-3017.04834 3656.839355 156.783432,4258.558594 -2075.672607 58.912174,-10506.958008 4048.323242 -159.448639,
36.980999 , 1 , true , 4559.144531 13815.75293 151.371536,1955.318359 -14500.370117 43.64333,-13408.639648 6684.90332 142.241409,-5872.871582 11688.617188 -110.975815,-6770.270996 2865.940186 -29.716803,-2333.656006 -12502.383789 -166.835373,10741.616211 9501.272461 -62.076477,-9776.761719 3658.798584 -178.968948,-11714.760742 -9901.298828 19.966345,9561.237305 -12907.71875 152.915771,-3860.174072 10709.43457 171.761169,-10870.319336 13754.708984 -76.607529,-4327.914551 8622.418945 107.028419,14580.000977 10967.714844 -161.32489,-1689.005615 -2412.996094 94.468399,-6965.248047 8068.420898 -18.810612,-3163.796875 -2409.866943 -50.66869,12727.387695 14191.239258 100.478043,-14652.703125 -9766.62207 101.574463,-6853.490723 -5527.17334 12.772784,1329.658203 -9300.302734 -142.007309,-12185.579102 13750.703125 128.944595,2601.241943 5655.317871 158.7341,7294.587402 4531.248535 117.799545,-9008.037109 11548.358398 162.422607,-3045.535645 3669.062256 156.783432,4274.558105 -2049.122803 58.912174,-10535.990234 4037.439941 -159.448639,
37.480999 , 1 , true , 4531.928711 13830.617188 151.371536,1977.750977 -14478.966797 43.64333,-13433.161133 6703.884766 142.241409,-5883.966797 11659.675781 -110.975815,-6743.342773 2850.576416 -29.716803,-2363.838623 -12509.4375 -166.835373,10756.147461 9473.875 -62.076477,-9807.761719 3658.238525 -178.968948,-11685.637695 -9890.703125 19.966345,9533.62793 -12893.611328 152.915771,-3890.856201 10713.884766 171.761169,-10863.144531 13724.556641 -76.607529,-4336.996582 8652.056641 107.028419,14550.635742 10957.785156 -161.32489,-1691.419922 -2382.086914 94.468399,-6935.897949 8058.430664 -18.810612,-3144.149414 -2433.843506 -50.66869,12721.756836 14221.724609 100.478043,-14658.90918 -9736.257812 101.574463,-6823.262695 -5520.316406 12.772784,1305.227539 -9319.375 -142.007309,-12205.075195 13774.800781 128.944595,2572.353516 5666.564453 158.7341,7280.131836 4558.67627 117.799545,-9037.583984 11557.712891 162.422607,-3074.022949 3681.285156 156.783432,4290.557617 -2022.57666 58.912174,-10565.022461 4026.556641 -159.448639,
37.980999 , 1 , true , 4504.712891 13845.481445 151.371536,2000.183594 -14457.563477 43.64333,-13457.682617 6722.866211 142.241409,-5895.062012 11630.734375 -110.975815,-6716.414551 2835.212646 -29.716803,-2394.02124 -12516.491211 -166.835373,10770.678711 9446.477539 -62.076477,-9838.761719 3657.678467 -178.968948,-11656.514648 -9880.107422 19.966345,9506.018555 -12879.503906 152.915771,-3921.53833 10718.334961 171.761169,-10855.969727 13694.404297 -76.607529,-4346.078613 8681.694336 107.028419,14521.270508 10947.855469 -161.32489,-1693.834229 -2351.177734 94.468399,-6906.547852 8048.44043 -18.810612,-3124.501953 -2457.820068 -50.66869,12716.125977 14252.209961 100.478043,-14665.115234 -9705.893555 101.574463,-6793.034668 -5513.459473 12.772784,1280.796875 -9338.447266 -142.007309,-12224.571289 13798.898438 128.944595,2543.465088 5677.811035 158.7341,7265.67627 4586.104004 117.799545,-9067.130859 11567.067383 162.422607,-3102.510254 3693.508057 156.783432,4306.557129 -1996.03064 58.912174,-10594.054688 4015.67334 -159.448639,
38.481998 , 1 , true , 4477.49707 13860.345703 151.371536,2022.616211 -14436.160156 43.64333,-13482.204102 6741.847656 142.241409,-5906.157227 11601.792969 -110.975815,-6689.486328 2819.848877 -29.716803,-2424.203857 -12523.544922 -166.835373,10785.209961 9419.080078 -62.076477,-9869.761719 3657.118408 -178.968948,-11627.391602 -9869.511719 19.966345,9478.40918 -12865.396484 152.915771,-3952.220459 10722.785156 171.761169,-10848.794922 13664.251953 -76.607529,-4355.160645 8711.332031 107.028419,14491.905273 10937.925781 -161.32489,-1696.248535 -2320.268555 94.468399,-6877.197754 8038.450195 -18.810612,-3104.854492 -2481.796631 -50.66869,12710.495117 14282.695312 100.478043,-14671.321289 -9675.529297 101.574463,-6762.806641 -5506.602539 12.772784,1256.366211 -9357.519531 -142.007309,-12244.067383 13822.996094 128.944595,2514.57666 5689.057617 158.7341,7251.220703 4613.531738 117.799545,-9096.677734 11576.421875 162.422607,-3130.997559 3705.730957 156.783432,4322.556641 -1969.484619 58.912174,-10623.086914 4004.790039 -159.448639,
38.980999 , 1 , true , 4450.28125 13875.209961 151.371536,2045.048828 -14414.756836 43.64333,-13506.725586 6760.829102 142.241409,-5917.252441 11572.851562 -110.975815,-6662.558105 2804.485107 -29.716803,-2454.386475 -12530.598633 -166.835373,10799.741211 9391.682617 -62.076477,-9900.761719 3656.55835 -178.968948,-11598.268555 -9858.916016 19.966345,9450.799805 -12851.289062 152.915771,-3982.902588 10727.235352 171.761169,-10841.620117 13634.099609 -76.607529,-4364.242676 8740.969727 107.028419,14462.540039 10927.996094 -161.32489,-1698.662842 -2289.359375 94.468399,-6847.847656 8028.459961 -18.810612,-3085.207031 -2505.773193 -50.66869,12704.864258 14313.180664 100.478043,-14677.527344 -9645.165039 101.574463,-6732.578613 -5499.745605 12.772784,1231.935547 -9376.591797 -142.007309,-12263.563477 13847.09375 128.944595,2485.688232 5700.304199 158.7341,7236.765137 4640.959473 117.799545,-9126.224609 11585.776367 162.422607,-3159.484863 3717.953857 156.783432,4338.556152 -1942.938599 58.912174,-10652.119141 3993.906738 -159.448639,
39.480999 , 1 , true , 4423.06543 13890.074219 151.371536,2067.481445 -14393.353516 43.64333,-13531.24707 6779.810547 142.241409,-5928.347656 11543.910156 -110.975815,-6635.629883 2789.121338 -29.716803,-2484.569092 -12537.652344 -166.835373,10814.272461 9364.285156 -62.076477,-9931.761719 3655.998291 -178.968948,-11569.145508 -9848.320312 19.966345,9423.19043 -12837.181641 152.915771,-4013.584717 10731.685547 171.761169,-10834.445312 13603.947266 -76.607529,-4373.324707 8770.607422 107.028419,14433.174805 10918.066406 -161.32489,-1701.077148 -2258.450195 94.468399,-6818.497559 8018.469727 -18.810612,-3065.55957 -2529.749756 -50.66869,12699.233398 14343.666016 100.478043,-14683.733398 -9614.800781 101.574463,-6702.350586 -5492.888672 12.772784,1207.504883 -9395.664062 -142.007309,-12283.05957 13871.191406 128.944595,2456.799805 5711.550781 158.7341,7222.30957 4668.387207 117.799545,-9155.771484 11595.130859 162.422607,-3187.972168 3730.176758 156.783432,4354.555664 -1916.392578 58.912174,-10681.151367 3983.023438 -159.448639,
39.981998 , 1 , true , 4395.849609 13904.938477 151.371536,2089.914062 -14371.950195 43.64333,-13555.768555 6798.791992 142.241409,-5939.442871 11514.96875 -110.975815,-6608.70166 2773.757568 -29.716803,-2514.751709 -12544.706055 -166.835373,10828.803711 9336.887695 -62.076477,-9962.761719 3655.438232 -178.968948,-11540.022461 -9837.724609 19.966345,9395.581055 -12823.074219 152.915771,-4044.266846 10736.135742 171.761169,-10827.270508 13573.794922 -76.607529,-4382.406738 8800.245117 107.028419,14403.80957 10908.136719 -161.32489,-1703.491455 -2227.541016 94.468399,-6789.147461 8008.479492 -18.810612,-3045.912109 -2553.726318 -50.66869,12693.602539 14374.151367 100.478043,-14689.939453 -9584.436523 101.574463,-6672.122559 -5486.031738 12.772784,1183.074219 -9414.736328 -142.007309,-12302.555664 13895.289062 128.944595,2427.911377 5722.797363 158.7341,7207.854004 4695.814941 117.799545,-9185.318359 11604.485352 162.422607,-3216.459473 3742.399658 156.783432,4370.555176 -1889.846558 58.912174,-10710.183594 3972.140137 -159.448639,
40.481998 , 1 , true , 4368.633789 13919.802734 151.371536,2112.34668 -14350.546875 43.64333,-13580.290039 6817.773438 142.241409,-5950.538086 11486.027344 -110.975815,-6581.773438 2758.393799 -29.716803,-2544.934326 -12551.759766 -166.835373,10843.334961 9309.490234 -62.076477,-9993.761719 3654.878174 -178.968948,-11510.899414 -9827.128906 19.966345,9367.97168 -12808.966797 152.915771,-4074.948975 10740.585938 171.761169,-10820.095703 13543.642578 -76.607529,-4391.48877 8829.882812 107.028419,14374.444336 10898.207031 -161.32489,-1705.905762 -2196.631836 94.468399,-6759.797363 7998.489258 -18.810612,-3026.264648 -2577.702881 -50.66869,12687.97168 14404.636719 100.478043,-14696.145508 -9554.072266 101.574463,-6641.894531 -5479.174805 12.772784,1158.643555 -9433.808594 -142.007309,-12322.051758 13919.386719 128.944595,2399.022949 5734.043945 158.7341,7193.398438 4723.242676 117.799545,-9214.865234 11613.839844 162.422607,-3244.946777 3754.622559 156.783432,4386.554688 -1863.300537 58.912174,-10739.21582 3961.256836 -159.448639,
