trial, posx, posy, posz, rot
4 , 10971.873047 , -2180.052734 , 20.0 , -174.862488
4 , 2415.263672 , 9142.643555 , 20.0 , -78.242523
4 , 4915.265625 , 9142.643555 , 20.0 , -78.242523
4 , 3665.263672 , 11307.707031 , 20.0 , -78.242523
4 , 1165.264526 , 11307.707031 , 20.0 , -78.242523
4 , -84.735718 , 9142.643555 , 20.0 , -78.242523
4 , 1165.264893 , 6977.576172 , 20.0 , -78.242523
4 , 3665.263428 , 6977.576172 , 20.0 , -78.242523
4 , -9801.584961 , -1569.251343 , 20.0 , -6.23084
4 , -7301.584961 , -1569.251343 , 20.0 , -6.23084
4 , -8551.584961 , 595.812866 , 20.0 , -6.23084
4 , -11051.584961 , 595.812622 , 20.0 , -6.23084
4 , -12301.584961 , -1569.251587 , 20.0 , -6.23084
4 , -11051.584961 , -3734.313965 , 20.0 , -6.23084
4 , -8551.584961 , -3734.313965 , 20.0 , -6.23084
4 , -2235.062012 , -7381.161133 , 20.0 , 1.971947
4 , 264.9375 , -7381.161133 , 20.0 , 1.971947
4 , -985.062622 , -5216.097656 , 20.0 , 1.971947
4 , -3485.062012 , -5216.097656 , 20.0 , 1.971947
4 , -4735.063965 , -7381.161133 , 20.0 , 1.971947
4 , -3485.061768 , -9546.220703 , 20.0 , 1.971947
4 , -985.062744 , -9546.220703 , 20.0 , 1.971947
