trial, posx, posy, posz, rot
4 , 11583.548828 , 6790.932617 , 20.0 , 152.816238
4 , 5850.740723 , -6599.055664 , 20.0 , 0.0
4 , 8350.740234 , -6599.055664 , 20.0 , -92.985504
4 , 7100.740723 , -4433.992188 , 20.0 , 63.597187
4 , 4600.740723 , -4433.992188 , 20.0 , 91.057899
4 , 3350.740723 , -6599.055664 , 20.0 , -98.491707
4 , 4600.741211 , -8764.119141 , 20.0 , 127.91967
4 , 7100.740234 , -8764.119141 , 20.0 , -113.861946
4 , -5239.888672 , 7189.663086 , 20.0 , 0.0
4 , -2739.888672 , 7189.663086 , 20.0 , 158.16011
4 , -3989.888672 , 9354.726562 , 20.0 , 122.786301
4 , -6489.888672 , 9354.726562 , 20.0 , 123.549126
4 , -7739.888672 , 7189.663086 , 20.0 , -120.789963
4 , -6489.888672 , 5024.599609 , 20.0 , -103.354416
4 , -3989.888916 , 5024.599609 , 20.0 , -147.50293
4 , -9168.248047 , -7737.842773 , 20.0 , 0.0
4 , -6668.248047 , -7737.842773 , 20.0 , -22.1577
4 , -7918.248047 , -5572.779297 , 20.0 , 9.903008
4 , -10418.248047 , -5572.779297 , 20.0 , 96.454033
4 , -11668.248047 , -7737.842773 , 20.0 , -74.350876
4 , -10418.248047 , -9902.90625 , 20.0 , 149.304886
4 , -7918.248047 , -9902.90625 , 20.0 , -35.82983
