time,trial,gameplay?, 1 (x y rot), 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28,
280.667999 , 3 , true , 13588.425781 1401.922119 66.604805,3573.694824 10598.394531 75.286263,489.967102 4299.5625 -71.676529,12790.09082 -12195.09668 10.861703,-9637.449219 -6375.931152 -135.686569,-671.76709 12117.121094 28.314608,-13868.15625 -1905.79541 3.768634,10848.000977 12944.085938 124.489136,-12753.676758 4265.278809 -133.429657,-9109.491211 -7412.63916 134.798615,12000.327148 10252.822266 89.765739,3383.958008 -6395.304199 -46.409428,-12398.304688 -6850.674316 15.535005,-5869.112305 10255.248047 9.44293,-6983.38623 14588.992188 -78.706886,12547.770508 8066.856934 -123.53093,-4133.375 -14535.479492 -163.881012,-2475.401611 9634.268555 -86.709229,-7965.133789 8524.866211 -39.587109,-33.07835 -13632.12793 -33.177567,-8513.475586 -8100.87207 125.330589,9186.671875 -6881.883789 118.391449,5498.27832 -8417.443359 -120.779732,-7322.549805 3310.130371 -122.420616,-9604.742188 -8100.736328 24.829912,-4651.776855 2275.591064 73.759422,-7310.040527 -2507.565186 53.87875,14301.269531 10249.166016 -101.332314,
281.169006 , 3 , true , 13600.74707 1430.375366 66.604805,3581.565918 10628.365234 75.286263,499.713257 4270.136719 -71.676529,12820.545898 -12189.253906 10.861703,-9659.639648 -6397.591797 -135.686569,-644.475586 12131.833984 28.314608,-13837.216797 -1903.759521 3.768634,10830.442383 12969.636719 124.489136,-12774.989258 4242.770508 -133.429657,-9131.348633 -7390.645508 134.798615,12000.448242 10283.822266 89.765739,3405.331055 -6417.751953 -46.409428,-12368.424805 -6842.364258 15.535005,-5838.536133 10260.333984 9.44293,-6977.316406 14558.597656 -78.706886,12530.635742 8041.018555 -123.53093,-4163.148926 -14544.077148 -163.881012,-2473.623047 9603.329102 -86.709229,-7941.248047 8505.097656 -39.587109,-7.132004 -13649.081055 -33.177567,-8531.397461 -8075.578613 125.330589,9171.928711 -6854.607422 118.391449,5482.415039 -8444.083984 -120.779732,-7339.169922 3283.958984 -122.420616,-9576.618164 -8087.71875 24.829912,-4643.103516 2305.357422 73.759422,-7291.770508 -2482.521484 53.87875,14295.18457 10218.771484 -101.332314,
281.669006 , 3 , true , 13613.068359 1458.828613 66.604805,3589.437012 10658.335938 75.286263,509.459412 4240.710938 -71.676529,12851.000977 -12183.411133 10.861703,-9681.830078 -6419.252441 -135.686569,-617.184082 12146.546875 28.314608,-13806.277344 -1901.723633 3.768634,10812.883789 12995.1875 124.489136,-12796.301758 4220.262207 -133.429657,-9153.206055 -7368.651855 134.798615,12000.569336 10314.822266 89.765739,3426.704102 -6440.199707 -46.409428,-12338.544922 -6834.054199 15.535005,-5807.959961 10265.419922 9.44293,-6971.246582 14528.203125 -78.706886,12513.500977 8015.180176 -123.53093,-4192.922852 -14552.674805 -163.881012,-2471.844482 9572.389648 -86.709229,-7917.362305 8485.329102 -39.587109,18.814341 -13666.03418 -33.177567,-8549.319336 -8050.285156 125.330589,9157.185547 -6827.331055 118.391449,5466.551758 -8470.724609 -120.779732,-7355.790039 3257.787598 -122.420616,-9548.494141 -8074.701172 24.829912,-4634.430176 2335.123779 73.759422,-7273.500488 -2457.477783 53.87875,14289.099609 10188.376953 -101.332314,
282.167999 , 3 , true , 13625.389648 1487.28186 66.604805,3597.308105 10688.306641 75.286263,519.205566 4211.285156 -71.676529,12881.456055 -12177.568359 10.861703,-9704.020508 -6440.913086 -135.686569,-589.892578 12161.259766 28.314608,-13775.337891 -1899.687744 3.768634,10795.325195 13020.738281 124.489136,-12817.614258 4197.753906 -133.429657,-9175.063477 -7346.658203 134.798615,12000.69043 10345.822266 89.765739,3448.077148 -6462.647461 -46.409428,-12308.665039 -6825.744141 15.535005,-5777.383789 10270.505859 9.44293,-6965.176758 14497.808594 -78.706886,12496.366211 7989.341797 -123.53093,-4222.696777 -14561.272461 -163.881012,-2470.065918 9541.450195 -86.709229,-7893.476562 8465.560547 -39.587109,44.760685 -13682.987305 -33.177567,-8567.241211 -8024.991699 125.330589,9142.442383 -6800.054688 118.391449,5450.688477 -8497.365234 -120.779732,-7372.410156 3231.616211 -122.420616,-9520.370117 -8061.683594 24.829912,-4625.756836 2364.890137 73.759422,-7255.230469 -2432.434082 53.87875,14283.014648 10157.982422 -101.332314,
282.669006 , 3 , true , 13637.710938 1515.735107 66.604805,3605.179199 10718.277344 75.286263,528.951721 4181.859375 -71.676529,12911.911133 -12171.725586 10.861703,-9726.210938 -6462.57373 -135.686569,-562.601074 12175.972656 28.314608,-13744.398438 -1897.651855 3.768634,10777.766602 13046.289062 124.489136,-12838.926758 4175.245605 -133.429657,-9196.920898 -7324.664551 134.798615,12000.811523 10376.822266 89.765739,3469.450195 -6485.095215 -46.409428,-12278.785156 -6817.434082 15.535005,-5746.807617 10275.591797 9.44293,-6959.106934 14467.414062 -78.706886,12479.231445 7963.503418 -123.53093,-4252.470703 -14569.870117 -163.881012,-2468.287354 9510.510742 -86.709229,-7869.59082 8445.791992 -39.587109,70.707001 -13699.94043 -33.177567,-8585.163086 -7999.698242 125.330589,9127.699219 -6772.77832 118.391449,5434.825195 -8524.005859 -120.779732,-7389.030273 3205.444824 -122.420616,-9492.246094 -8048.666016 24.829912,-4617.083496 2394.656494 73.759422,-7236.960449 -2407.390381 53.87875,14276.929688 10127.587891 -101.332314,
283.169006 , 3 , true , 13650.032227 1544.188354 66.604805,3613.050293 10748.248047 75.286263,538.697876 4152.433594 -71.676529,12942.366211 -12165.882812 10.861703,-9748.401367 -6484.234375 -135.686569,-535.30957 12190.685547 28.314608,-13713.458984 -1895.615967 3.768634,10760.208008 13071.839844 124.489136,-12860.239258 4152.737305 -133.429657,-9218.77832 -7302.670898 134.798615,12000.932617 10407.822266 89.765739,3490.823242 -6507.542969 -46.409428,-12248.905273 -6809.124023 15.535005,-5716.231445 10280.677734 9.44293,-6953.037109 14437.019531 -78.706886,12462.09668 7937.665039 -123.53093,-4282.244629 -14578.467773 -163.881012,-2466.508789 9479.571289 -86.709229,-7845.705078 8426.023438 -39.587109,96.653229 -13716.893555 -33.177567,-8603.084961 -7974.404785 125.330589,9112.956055 -6745.501953 118.391449,5418.961914 -8550.646484 -120.779732,-7405.650391 3179.273438 -122.420616,-9464.12207 -8035.648438 24.829912,-4608.410156 2424.422852 73.759422,-7218.69043 -2382.34668 53.87875,14270.844727 10097.193359 -101.332314,
283.669006 , 3 , true , 13662.353516 1572.641602 66.604805,3620.921387 10778.21875 75.286263,548.444031 4123.007812 -71.676529,12972.821289 -12160.040039 10.861703,-9770.591797 -6505.89502 -135.686569,-508.018066 12205.398438 28.314608,-13682.519531 -1893.580078 3.768634,10742.649414 13097.390625 124.489136,-12881.551758 4130.229004 -133.429657,-9240.635742 -7280.677246 134.798615,12001.053711 10438.822266 89.765739,3512.196289 -6529.990723 -46.409428,-12219.025391 -6800.813965 15.535005,-5685.655273 10285.763672 9.44293,-6946.967285 14406.625 -78.706886,12444.961914 7911.82666 -123.53093,-4312.018555 -14587.06543 -163.881012,-2464.730225 9448.631836 -86.709229,-7821.819336 8406.254883 -39.587109,122.599457 -13733.84668 -33.177567,-8621.006836 -7949.111328 125.330589,9098.212891 -6718.225586 118.391449,5403.098633 -8577.287109 -120.779732,-7422.270508 3153.102051 -122.420616,-9435.998047 -8022.630859 24.829912,-4599.736816 2454.189209 73.759422,-7200.42041 -2357.302979 53.87875,14264.759766 10066.798828 -101.332314,
284.169006 , 3 , true , 13674.674805 1601.094849 66.604805,3628.79248 10808.189453 75.286263,558.190186 4093.582031 -71.676529,13003.276367 -12154.197266 10.861703,-9792.782227 -6527.555664 -135.686569,-480.726562 12220.111328 28.314608,-13651.580078 -1891.544189 3.768634,10725.09082 13122.941406 124.489136,-12902.864258 4107.720703 -133.429657,-9262.493164 -7258.683594 134.798615,12001.174805 10469.822266 89.765739,3533.569336 -6552.438477 -46.409428,-12189.145508 -6792.503906 15.535005,-5655.079102 10290.849609 9.44293,-6940.897461 14376.230469 -78.706886,12427.827148 7885.988281 -123.53093,-4341.79248 -14595.663086 -163.881012,-2462.95166 9417.692383 -86.709229,-7797.933594 8386.486328 -39.587109,148.545685 -13750.799805 -33.177567,-8638.928711 -7923.817871 125.330589,9083.469727 -6690.949219 118.391449,5387.235352 -8603.927734 -120.779732,-7438.890625 3126.930664 -122.420616,-9407.874023 -8009.613281 24.829912,-4591.063477 2483.955566 73.759422,-7182.150391 -2332.259277 53.87875,14258.674805 10036.404297 -101.332314,
284.670013 , 3 , true , 13686.996094 1629.548096 66.604805,3636.663574 10838.160156 75.286263,567.93634 4064.15625 -71.676529,13033.731445 -12148.354492 10.861703,-9814.972656 -6549.216309 -135.686569,-453.435059 12234.824219 28.314608,-13620.640625 -1889.508301 3.768634,10707.532227 13148.492188 124.489136,-12924.176758 4085.20874 -133.429657,-9284.350586 -7236.689941 134.798615,12001.295898 10500.822266 89.765739,3554.942383 -6574.88623 -46.409428,-12159.265625 -6784.193848 15.535005,-5624.50293 10295.935547 9.44293,-6934.827637 14345.835938 -78.706886,12410.692383 7860.149902 -123.53093,-4371.566406 -14604.260742 -163.881012,-2461.173096 9386.75293 -86.709229,-7774.047852 8366.717773 -39.587109,174.491913 -13767.75293 -33.177567,-8656.850586 -7898.524414 125.330589,9068.726562 -6663.672852 118.391449,5371.37207 -8630.568359 -120.779732,-7455.510742 3100.759277 -122.420616,-9379.75 -7996.595703 24.829912,-4582.390137 2513.721924 73.759422,-7163.880371 -2307.215576 53.87875,14252.589844 10006.009766 -101.332314,
285.169006 , 3 , true , 13699.317383 1658.001343 66.604805,3644.534668 10868.130859 75.286263,577.682495 4034.730469 -71.676529,13064.186523 -12142.511719 10.861703,-9837.163086 -6570.876953 -135.686569,-426.143555 12249.537109 28.314608,-13589.701172 -1887.472412 3.768634,10689.973633 13174.042969 124.489136,-12945.489258 4062.692871 -133.429657,-9306.208008 -7214.696289 134.798615,12001.416992 10531.822266 89.765739,3576.31543 -6597.333984 -46.409428,-12129.385742 -6775.883789 15.535005,-5593.926758 10301.021484 9.44293,-6928.757812 14315.441406 -78.706886,12393.557617 7834.311523 -123.53093,-4401.340332 -14612.858398 -163.881012,-2459.394531 9355.813477 -86.709229,-7750.162109 8346.949219 -39.587109,200.438141 -13784.706055 -33.177567,-8674.772461 -7873.230957 125.330589,9053.983398 -6636.396484 118.391449,5355.508789 -8657.208984 -120.779732,-7472.130859 3074.587891 -122.420616,-9351.625977 -7983.578125 24.829912,-4573.716797 2543.488281 73.759422,-7145.610352 -2282.171875 53.87875,14246.504883 9975.615234 -101.332314,
285.669006 , 3 , true , 13711.638672 1686.45459 66.604805,3652.405762 10898.101562 75.286263,587.42865 4005.304688 -71.676529,13094.641602 -12136.668945 10.861703,-9859.353516 -6592.537598 -135.686569,-398.852051 12264.25 28.314608,-13558.761719 -1885.436523 3.768634,10672.415039 13199.59375 124.489136,-12966.801758 4040.177002 -133.429657,-9328.06543 -7192.702637 134.798615,12001.538086 10562.822266 89.765739,3597.688477 -6619.781738 -46.409428,-12099.505859 -6767.57373 15.535005,-5563.350586 10306.107422 9.44293,-6922.687988 14285.046875 -78.706886,12376.422852 7808.473145 -123.53093,-4431.114258 -14621.456055 -163.881012,-2457.615967 9324.874023 -86.709229,-7726.276367 8327.180664 -39.587109,226.384369 -13801.65918 -33.177567,-8692.694336 -7847.9375 125.330589,9039.240234 -6609.120117 118.391449,5339.645508 -8683.849609 -120.779732,-7488.750977 3048.416504 -122.420616,-9323.501953 -7970.560547 24.829912,-4565.043457 2573.254639 73.759422,-7127.340332 -2257.128174 53.87875,14240.419922 9945.220703 -101.332314,
286.169006 , 3 , true , 13723.959961 1714.907837 66.604805,3660.276855 10928.072266 75.286263,597.174805 3975.878906 -71.676529,13125.09668 -12130.826172 10.861703,-9881.543945 -6614.198242 -135.686569,-371.560547 12278.962891 28.314608,-13527.822266 -1883.400635 3.768634,10654.856445 13225.144531 124.489136,-12988.114258 4017.661133 -133.429657,-9349.922852 -7170.708984 134.798615,12001.65918 10593.822266 89.765739,3619.061523 -6642.229492 -46.409428,-12069.625977 -6759.263672 15.535005,-5532.774414 10311.193359 9.44293,-6916.618164 14254.652344 -78.706886,12359.288086 7782.634766 -123.53093,-4460.888184 -14630.053711 -163.881012,-2455.837402 9293.93457 -86.709229,-7702.390625 8307.412109 -39.587109,252.330597 -13818.612305 -33.177567,-8710.616211 -7822.644043 125.330589,9024.49707 -6581.84375 118.391449,5323.782227 -8710.490234 -120.779732,-7505.371094 3022.245117 -122.420616,-9295.37793 -7957.542969 24.829912,-4556.370117 2603.020996 73.759422,-7109.070312 -2232.084473 53.87875,14234.334961 9914.826172 -101.332314,
286.669006 , 3 , true , 13736.28125 1743.361084 66.604805,3668.147949 10958.042969 75.286263,606.920959 3946.453125 -71.676529,13155.551758 -12124.983398 10.861703,-9903.734375 -6635.858887 -135.686569,-344.269043 12293.675781 28.314608,-13496.882812 -1881.364746 3.768634,10637.297852 13250.695312 124.489136,-13009.426758 3995.145264 -133.429657,-9371.780273 -7148.715332 134.798615,12001.780273 10624.822266 89.765739,3640.43457 -6664.677246 -46.409428,-12039.746094 -6750.953613 15.535005,-5502.198242 10316.279297 9.44293,-6910.54834 14224.257812 -78.706886,12342.15332 7756.796387 -123.53093,-4490.662109 -14638.651367 -163.881012,-2454.058838 9262.995117 -86.709229,-7678.504883 8287.643555 -39.587109,278.276825 -13835.56543 -33.177567,-8728.538086 -7797.350586 125.330589,9009.753906 -6554.567383 118.391449,5307.918945 -8737.130859 -120.779732,-7521.991211 2996.07373 -122.420616,-9267.253906 -7944.525391 24.829912,-4547.696777 2632.787354 73.759422,-7090.800293 -2207.040771 53.87875,14228.25 9884.431641 -101.332314,
287.169006 , 3 , true , 13748.602539 1771.814331 66.604805,3676.019043 10988.013672 75.286263,616.667114 3917.027344 -71.676529,13186.006836 -12119.140625 10.861703,-9925.924805 -6657.519531 -135.686569,-316.977539 12308.388672 28.314608,-13465.943359 -1879.328857 3.768634,10619.739258 13276.246094 124.489136,-13030.739258 3972.629395 -133.429657,-9393.637695 -7126.72168 134.798615,12001.901367 10655.822266 89.765739,3661.807617 -6687.125 -46.409428,-12009.866211 -6742.643555 15.535005,-5471.62207 10321.365234 9.44293,-6904.478516 14193.863281 -78.706886,12325.018555 7730.958008 -123.53093,-4520.436035 -14647.249023 -163.881012,-2452.280273 9232.055664 -86.709229,-7654.619141 8267.875 -39.587109,304.223053 -13852.518555 -33.177567,-8746.459961 -7772.057129 125.330589,8995.010742 -6527.291016 118.391449,5292.055664 -8763.771484 -120.779732,-7538.611328 2969.902344 -122.420616,-9239.129883 -7931.507812 24.829912,-4539.023438 2662.553711 73.759422,-7072.530273 -2181.99707 53.87875,14222.165039 9854.037109 -101.332314,
287.669006 , 3 , true , 13760.923828 1800.267578 66.604805,3683.890137 11017.984375 75.286263,626.413269 3887.601562 -71.676529,13216.461914 -12113.297852 10.861703,-9948.115234 -6679.180176 -135.686569,-289.686035 12323.101562 28.314608,-13435.003906 -1877.292969 3.768634,10602.180664 13301.796875 124.489136,-13052.051758 3950.113525 -133.429657,-9415.495117 -7104.728027 134.798615,12002.022461 10686.822266 89.765739,3683.180664 -6709.572754 -46.409428,-11979.986328 -6734.333496 15.535005,-5441.045898 10326.451172 9.44293,-6898.408691 14163.46875 -78.706886,12307.883789 7705.119629 -123.53093,-4550.209961 -14655.84668 -163.881012,-2450.501709 9201.116211 -86.709229,-7630.733398 8248.106445 -39.587109,330.169281 -13869.47168 -33.177567,-8764.381836 -7746.763672 125.330589,8980.267578 -6500.014648 118.391449,5276.192383 -8790.412109 -120.779732,-7555.231445 2943.730957 -122.420616,-9211.005859 -7918.490234 24.829912,-4530.350098 2692.320068 73.759422,-7054.260254 -2156.953369 53.87875,14216.080078 9823.642578 -101.332314,
288.170013 , 3 , true , 13773.245117 1828.720825 66.604805,3691.76123 11047.955078 75.286263,636.159424 3858.175781 -71.676529,13246.916992 -12107.455078 10.861703,-9970.305664 -6700.84082 -135.686569,-262.394531 12337.814453 28.314608,-13404.064453 -1875.25708 3.768634,10584.62207 13327.347656 124.489136,-13073.364258 3927.597656 -133.429657,-9437.352539 -7082.734375 134.798615,12002.143555 10717.822266 89.765739,3704.553711 -6732.020508 -46.409428,-11950.106445 -6726.023438 15.535005,-5410.469727 10331.537109 9.44293,-6892.338867 14133.074219 -78.706886,12290.749023 7679.28125 -123.53093,-4579.983887 -14664.444336 -163.881012,-2448.723145 9170.176758 -86.709229,-7606.847656 8228.337891 -39.587109,356.115509 -13886.424805 -33.177567,-8782.303711 -7721.470215 125.330589,8965.524414 -6472.738281 118.391449,5260.329102 -8817.052734 -120.779732,-7571.851562 2917.55957 -122.420616,-9182.881836 -7905.472656 24.829912,-4521.676758 2722.086426 73.759422,-7035.990234 -2131.909668 53.87875,14209.995117 9793.248047 -101.332314,
288.669006 , 3 , true , 13785.566406 1857.174072 66.604805,3699.632324 11077.925781 75.286263,645.905579 3828.75 -71.676529,13277.37207 -12101.612305 10.861703,-9992.496094 -6722.501465 -135.686569,-235.103394 12352.527344 28.314608,-13373.125 -1873.221191 3.768634,10567.063477 13352.898438 124.489136,-13094.676758 3905.081787 -133.429657,-9459.209961 -7060.740723 134.798615,12002.264648 10748.822266 89.765739,3725.926758 -6754.468262 -46.409428,-11920.226562 -6717.713379 15.535005,-5379.893555 10336.623047 9.44293,-6886.269043 14102.679688 -78.706886,12273.614258 7653.442871 -123.53093,-4609.757812 -14673.041992 -163.881012,-2446.94458 9139.237305 -86.709229,-7582.961914 8208.569336 -39.587109,382.061737 -13903.37793 -33.177567,-8800.225586 -7696.176758 125.330589,8950.78125 -6445.461914 118.391449,5244.46582 -8843.693359 -120.779732,-7588.47168 2891.388184 -122.420616,-9154.757812 -7892.455078 24.829912,-4513.003418 2751.852783 73.759422,-7017.720215 -2106.865967 53.87875,14203.910156 9762.853516 -101.332314,
289.170013 , 3 , true , 13797.887695 1885.627319 66.604805,3707.503418 11107.896484 75.286263,655.651733 3799.324219 -71.676529,13307.827148 -12095.769531 10.861703,-10014.686523 -6744.162109 -135.686569,-207.812363 12367.240234 28.314608,-13342.185547 -1871.185303 3.768634,10549.504883 13378.449219 124.489136,-13115.989258 3882.565918 -133.429657,-9481.067383 -7038.74707 134.798615,12002.385742 10779.822266 89.765739,3747.299805 -6776.916016 -46.409428,-11890.34668 -6709.40332 15.535005,-5349.317383 10341.708984 9.44293,-6880.199219 14072.285156 -78.706886,12256.479492 7627.604492 -123.53093,-4639.531738 -14681.639648 -163.881012,-2445.166016 9108.297852 -86.709229,-7559.076172 8188.803711 -39.587109,408.007965 -13920.331055 -33.177567,-8818.147461 -7670.883301 125.330589,8936.038086 -6418.185547 118.391449,5228.602539 -8870.333984 -120.779732,-7605.091797 2865.216797 -122.420616,-9126.633789 -7879.4375 24.829912,-4504.330078 2781.619141 73.759422,-6999.450195 -2081.822266 53.87875,14197.825195 9732.458984 -101.332314,
289.670013 , 3 , true , 13810.208984 1914.080566 66.604805,3715.374512 11137.867188 75.286263,665.397888 3769.898438 -71.676529,13338.282227 -12089.926758 10.861703,-10036.876953 -6765.822754 -135.686569,-180.521332 12381.953125 28.314608,-13311.246094 -1869.149414 3.768634,10531.946289 13404.0 124.489136,-13137.301758 3860.050049 -133.429657,-9502.924805 -7016.753418 134.798615,12002.506836 10810.822266 89.765739,3768.672852 -6799.36377 -46.409428,-11860.466797 -6701.093262 15.535005,-5318.741211 10346.794922 9.44293,-6874.129395 14041.890625 -78.706886,12239.344727 7601.766113 -123.53093,-4669.305664 -14690.237305 -163.881012,-2443.387451 9077.358398 -86.709229,-7535.19043 8169.050293 -39.587109,433.954193 -13937.28418 -33.177567,-8836.069336 -7645.589844 125.330589,8921.294922 -6390.90918 118.391449,5212.739258 -8896.974609 -120.779732,-7621.711914 2839.04541 -122.420616,-9098.509766 -7866.419922 24.829912,-4495.656738 2811.385498 73.759422,-6981.180176 -2056.778564 53.87875,14191.740234 9702.064453 -101.332314,
290.17099 , 3 , true , 13822.530273 1942.533813 66.604805,3723.245605 11167.837891 75.286263,675.144043 3740.472656 -71.676529,13368.737305 -12084.083984 10.861703,-10059.067383 -6787.483398 -135.686569,-153.230301 12396.666016 28.314608,-13280.306641 -1867.113525 3.768634,10514.387695 13429.550781 124.489136,-13158.614258 3837.53418 -133.429657,-9524.782227 -6994.759766 134.798615,12002.62793 10841.822266 89.765739,3790.045898 -6821.811523 -46.409428,-11830.586914 -6692.783203 15.535005,-5288.165039 10351.880859 9.44293,-6868.05957 14011.496094 -78.706886,12222.209961 7575.927734 -123.53093,-4699.07959 -14698.834961 -163.881012,-2441.608887 9046.418945 -86.709229,-7511.304688 8149.296875 -39.587109,459.900421 -13954.237305 -33.177567,-8853.991211 -7620.296387 125.330589,8906.551758 -6363.632812 118.391449,5196.875977 -8923.615234 -120.779732,-7638.332031 2812.874023 -122.420616,-9070.385742 -7853.402344 24.829912,-4486.983398 2841.151855 73.759422,-6962.910156 -2031.737427 53.87875,14185.655273 9671.669922 -101.332314,
290.67099 , 3 , true , 13834.851562 1970.987061 66.604805,3731.116699 11197.808594 75.286263,684.890198 3711.046875 -71.676529,13399.192383 -12078.241211 10.861703,-10081.257812 -6809.144043 -135.686569,-125.93927 12411.378906 28.314608,-13249.367188 -1865.077637 3.768634,10496.829102 13455.101562 124.489136,-13179.926758 3815.018311 -133.429657,-9546.639648 -6972.766113 134.798615,12002.749023 10872.822266 89.765739,3811.418945 -6844.259277 -46.409428,-11800.707031 -6684.473145 15.535005,-5257.588867 10356.966797 9.44293,-6861.989746 13981.101562 -78.706886,12205.075195 7550.089355 -123.53093,-4728.853516 -14707.432617 -163.881012,-2439.830322 9015.479492 -86.709229,-7487.418945 8129.543457 -39.587109,485.846649 -13971.19043 -33.177567,-8871.913086 -7595.00293 125.330589,8891.808594 -6336.356445 118.391449,5181.012695 -8950.255859 -120.779732,-7654.952148 2786.702637 -122.420616,-9042.261719 -7840.384766 24.829912,-4478.310059 2870.918213 73.759422,-6944.640137 -2006.69751 53.87875,14179.570312 9641.275391 -101.332314,
291.17099 , 3 , true , 13847.172852 1999.440308 66.604805,3738.987793 11227.779297 75.286263,694.636353 3681.621094 -71.676529,13429.647461 -12072.398438 10.861703,-10103.448242 -6830.804688 -135.686569,-98.648239 12426.091797 28.314608,-13218.427734 -1863.041748 3.768634,10479.270508 13480.652344 124.489136,-13201.239258 3792.502441 -133.429657,-9568.49707 -6950.772461 134.798615,12002.870117 10903.822266 89.765739,3832.791992 -6866.707031 -46.409428,-11770.827148 -6676.163086 15.535005,-5227.012695 10362.052734 9.44293,-6855.919922 13950.707031 -78.706886,12187.94043 7524.250977 -123.53093,-4758.627441 -14716.030273 -163.881012,-2438.051758 8984.540039 -86.709229,-7463.533203 8109.790039 -39.587109,511.792877 -13988.143555 -33.177567,-8889.834961 -7569.709473 125.330589,8877.06543 -6309.080078 118.391449,5165.149414 -8976.896484 -120.779732,-7671.572266 2760.53125 -122.420616,-9014.137695 -7827.367188 24.829912,-4469.636719 2900.68457 73.759422,-6926.370117 -1981.657593 53.87875,14173.485352 9610.880859 -101.332314,
291.67099 , 3 , true , 13859.494141 2027.893555 66.604805,3746.858887 11257.75 75.286263,704.382507 3652.195312 -71.676529,13460.102539 -12066.555664 10.861703,-10125.638672 -6852.465332 -135.686569,-71.357208 12440.804688 28.314608,-13187.488281 -1861.005859 3.768634,10461.711914 13506.203125 124.489136,-13222.551758 3769.986572 -133.429657,-9590.354492 -6928.778809 134.798615,12002.991211 10934.822266 89.765739,3854.165039 -6889.154785 -46.409428,-11740.947266 -6667.853027 15.535005,-5196.436523 10367.138672 9.44293,-6849.850098 13920.3125 -78.706886,12170.805664 7498.412598 -123.53093,-4788.401367 -14724.62793 -163.881012,-2436.273193 8953.600586 -86.709229,-7439.647461 8090.036621 -39.587109,537.739136 -14005.09668 -33.177567,-8907.756836 -7544.416016 125.330589,8862.322266 -6281.803711 118.391449,5149.286133 -9003.537109 -120.779732,-7688.192383 2734.359863 -122.420616,-8986.013672 -7814.349609 24.829912,-4460.963379 2930.450928 73.759422,-6908.100098 -1956.617676 53.87875,14167.400391 9580.486328 -101.332314,
292.17099 , 3 , true , 13871.81543 2056.345703 66.604805,3754.72998 11287.720703 75.286263,714.128662 3622.769531 -71.676529,13490.557617 -12060.712891 10.861703,-10147.829102 -6874.125977 -135.686569,-44.066177 12455.517578 28.314608,-13156.548828 -1858.969971 3.768634,10444.15332 13531.753906 124.489136,-13243.864258 3747.470703 -133.429657,-9612.211914 -6906.785156 134.798615,12003.112305 10965.822266 89.765739,3875.538086 -6911.602539 -46.409428,-11711.067383 -6659.542969 15.535005,-5165.860352 10372.224609 9.44293,-6843.780273 13889.917969 -78.706886,12153.670898 7472.574219 -123.53093,-4818.175293 -14733.225586 -163.881012,-2434.494629 8922.661133 -86.709229,-7415.761719 8070.283203 -39.587109,563.685364 -14022.049805 -33.177567,-8925.678711 -7519.122559 125.330589,8847.579102 -6254.527344 118.391449,5133.422852 -9030.177734 -120.779732,-7704.8125 2708.188477 -122.420616,-8957.889648 -7801.332031 24.829912,-4452.290039 2960.217285 73.759422,-6889.830078 -1931.577759 53.87875,14161.31543 9550.091797 -101.332314,
292.67099 , 3 , true , 13884.136719 2084.795166 66.604805,3762.601074 11317.691406 75.286263,723.874817 3593.34375 -71.676529,13521.012695 -12054.870117 10.861703,-10170.019531 -6895.786621 -135.686569,-16.775146 12470.230469 28.314608,-13125.609375 -1856.934082 3.768634,10426.594727 13557.304688 124.489136,-13265.176758 3724.954834 -133.429657,-9634.069336 -6884.791504 134.798615,12003.233398 10996.822266 89.765739,3896.911133 -6934.050293 -46.409428,-11681.1875 -6651.23291 15.535005,-5135.28418 10377.310547 9.44293,-6837.710449 13859.523438 -78.706886,12136.536133 7446.73584 -123.53093,-4847.949219 -14741.823242 -163.881012,-2432.716064 8891.72168 -86.709229,-7391.875977 8050.529785 -39.587109,589.631592 -14039.00293 -33.177567,-8943.600586 -7493.829102 125.330589,8832.835938 -6227.250977 118.391449,5117.55957 -9056.818359 -120.779732,-7721.432617 2682.01709 -122.420616,-8929.765625 -7788.314453 24.829912,-4443.616699 2989.983643 73.759422,-6871.560059 -1906.537842 53.87875,14155.230469 9519.697266 -101.332314,
293.17099 , 3 , true , 13896.458008 2113.244629 66.604805,3770.472168 11347.662109 75.286263,733.620972 3563.917969 -71.676529,13551.467773 -12049.027344 10.861703,-10192.209961 -6917.447266 -135.686569,10.515905 12484.943359 28.314608,-13094.669922 -1854.898193 3.768634,10409.036133 13582.855469 124.489136,-13286.489258 3702.438965 -133.429657,-9655.926758 -6862.797852 134.798615,12003.354492 11027.822266 89.765739,3918.28418 -6956.498047 -46.409428,-11651.307617 -6642.922852 15.535005,-5104.708008 10382.396484 9.44293,-6831.640625 13829.128906 -78.706886,12119.401367 7420.897461 -123.53093,-4877.723145 -14750.420898 -163.881012,-2430.9375 8860.782227 -86.709229,-7367.990234 8030.776367 -39.587109,615.57782 -14055.956055 -33.177567,-8961.522461 -7468.535645 125.330589,8818.092773 -6199.974609 118.391449,5101.696289 -9083.458984 -120.779732,-7738.052734 2655.845703 -122.420616,-8901.641602 -7775.296875 24.829912,-4434.943359 3019.75 73.759422,-6853.290039 -1881.497925 53.87875,14149.145508 9489.302734 -101.332314,
