trial, time, gameplay?, 1 (x y rot), 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28,
1 , 10.481 , true , 8145.474609 -2779.525146 167.368179,10645.427734 -2779.525146 167.368179,9395.427734 -614.480774 167.368179,6895.58252 -614.481018 167.368179,5645.58252 -2779.525391 167.368179,6895.58252 -4944.588867 167.368179,9395.427734 -4944.588867 167.368179,-1482.386353 6405.379395 -143.784958,1017.614624 6405.379395 -143.784958,-232.372406 8570.597656 -143.784958,-2732.347656 8570.597656 -143.784958,-3982.347656 6405.379395 -143.784958,-2732.347412 4240.315918 -143.784958,-232.372528 4240.315918 -143.784958,-6735.867188 1812.223511 -138.747559,-4235.867188 1812.223511 -138.747559,-5485.867188 3977.325928 -138.747559,-7985.867188 3977.325684 -138.747559,-9235.867188 1812.223267 -138.747559,-7985.867188 -352.830536 -138.747559,-5485.867188 -352.830536 -138.747559,-66.026253 -8632.875977 162.636719,2433.94873 -8632.875977 162.636719,1183.987305 -6467.8125 162.636719,-1316.012695 -6467.8125 162.636719,-2566.05127 -8632.875977 162.636719,-1316.012329 -10797.939453 162.636719,1183.987183 -10797.939453 162.636719,
1 , 10.98 , true , 8130.353027 -2776.134521 167.368179,10630.291016 -2776.134521 167.368179,9380.291016 -611.092041 167.368179,6880.460938 -611.092285 167.368179,5630.460938 -2776.134766 167.368179,6880.460938 -4941.198242 167.368179,9380.291016 -4941.198242 167.368179,-1494.893066 6396.22168 -143.784958,1005.109802 6396.22168 -143.784958,-244.877701 8561.455078 -143.784958,-2744.850586 8561.455078 -143.784958,-3994.850586 6396.22168 -143.784958,-2744.850342 4231.158203 -143.784958,-244.877823 4231.158203 -143.784958,-6747.522461 1802.002441 -138.747559,-4247.522461 1802.002441 -138.747559,-5497.522461 3967.108643 -138.747559,-7997.522461 3967.108398 -138.747559,-9247.522461 1802.002197 -138.747559,-7997.522461 -363.050659 -138.747559,-5497.522461 -363.050659 -138.747559,-80.82003 -8628.244141 162.636719,2419.152588 -8628.244141 162.636719,1169.194946 -6463.180664 162.636719,-1330.805054 -6463.180664 162.636719,-2580.847412 -8628.244141 162.636719,-1330.804688 -10793.307617 162.636719,1169.194824 -10793.307617 162.636719,
1 , 11.481 , true , 8115.231445 -2772.743896 167.368179,10615.154297 -2772.743896 167.368179,9365.154297 -607.703308 167.368179,6865.339355 -607.703552 167.368179,5615.339355 -2772.744141 167.368179,6865.339355 -4937.807617 167.368179,9365.154297 -4937.807617 167.368179,-1507.39978 6387.063965 -143.784958,992.60498 6387.063965 -143.784958,-257.383057 8552.3125 -143.784958,-2757.353516 8552.3125 -143.784958,-4007.353516 6387.063965 -143.784958,-2757.353271 4222.000488 -143.784958,-257.383179 4222.000488 -143.784958,-6759.177734 1791.781372 -138.747559,-4259.177734 1791.781372 -138.747559,-5509.177734 3956.891357 -138.747559,-8009.177734 3956.891113 -138.747559,-9259.177734 1791.781128 -138.747559,-8009.177734 -373.270782 -138.747559,-5509.177734 -373.270782 -138.747559,-95.613808 -8623.612305 162.636719,2404.356445 -8623.612305 162.636719,1154.402588 -6458.548828 162.636719,-1345.597412 -6458.548828 162.636719,-2595.643555 -8623.612305 162.636719,-1345.597046 -10788.675781 162.636719,1154.402466 -10788.675781 162.636719,
1 , 11.98 , true , 8100.109863 -2769.353271 167.368179,10600.017578 -2769.353271 167.368179,9350.017578 -604.314575 167.368179,6850.217773 -604.314819 167.368179,5600.217773 -2769.353516 167.368179,6850.217773 -4934.416992 167.368179,9350.017578 -4934.416992 167.368179,-1519.906494 6377.90625 -143.784958,980.100159 6377.90625 -143.784958,-269.888824 8543.169922 -143.784958,-2769.856445 8543.169922 -143.784958,-4019.856445 6377.90625 -143.784958,-2769.856201 4212.842773 -143.784958,-269.888947 4212.842773 -143.784958,-6770.833008 1781.560303 -138.747559,-4270.833008 1781.560303 -138.747559,-5520.833008 3946.674072 -138.747559,-8020.833008 3946.673828 -138.747559,-9270.833008 1781.560059 -138.747559,-8020.833008 -383.490906 -138.747559,-5520.833008 -383.490906 -138.747559,-110.407585 -8618.980469 162.636719,2389.560303 -8618.980469 162.636719,1139.610229 -6453.916992 162.636719,-1360.389771 -6453.916992 162.636719,-2610.439697 -8618.980469 162.636719,-1360.389404 -10784.043945 162.636719,1139.610107 -10784.043945 162.636719,
1 , 12.481 , true , 8084.988281 -2765.962646 167.368179,10584.880859 -2765.962646 167.368179,9334.880859 -600.925842 167.368179,6835.096191 -600.926086 167.368179,5585.096191 -2765.962891 167.368179,6835.096191 -4931.026367 167.368179,9334.880859 -4931.026367 167.368179,-1532.413208 6368.748535 -143.784958,967.595337 6368.748535 -143.784958,-282.394592 8534.027344 -143.784958,-2782.359375 8534.027344 -143.784958,-4032.359375 6368.748535 -143.784958,-2782.359131 4203.685059 -143.784958,-282.394714 4203.685059 -143.784958,-6782.488281 1771.339233 -138.747559,-4282.488281 1771.339233 -138.747559,-5532.488281 3936.456787 -138.747559,-8032.488281 3936.456543 -138.747559,-9282.488281 1771.338989 -138.747559,-8032.488281 -393.711029 -138.747559,-5532.488281 -393.711029 -138.747559,-125.201363 -8614.348633 162.636719,2374.76416 -8614.348633 162.636719,1124.817871 -6449.285156 162.636719,-1375.182129 -6449.285156 162.636719,-2625.23584 -8614.348633 162.636719,-1375.181763 -10779.412109 162.636719,1124.817749 -10779.412109 162.636719,
1 , 12.981 , true , 8069.866699 -2762.572021 167.368179,10569.744141 -2762.572021 167.368179,9319.744141 -597.537109 167.368179,6819.974609 -597.537354 167.368179,5569.974609 -2762.572266 167.368179,6819.974609 -4927.635742 167.368179,9319.744141 -4927.635742 167.368179,-1544.919922 6359.59082 -143.784958,955.090515 6359.59082 -143.784958,-294.90036 8524.884766 -143.784958,-2794.862305 8524.884766 -143.784958,-4044.862305 6359.59082 -143.784958,-2794.862061 4194.527344 -143.784958,-294.900482 4194.527344 -143.784958,-6794.143555 1761.118164 -138.747559,-4294.143555 1761.118164 -138.747559,-5544.143555 3926.239502 -138.747559,-8044.143555 3926.239258 -138.747559,-9294.143555 1761.11792 -138.747559,-8044.143555 -403.931152 -138.747559,-5544.143555 -403.931152 -138.747559,-139.995132 -8609.716797 162.636719,2359.968018 -8609.716797 162.636719,1110.025513 -6444.65332 162.636719,-1389.974487 -6444.65332 162.636719,-2640.031982 -8609.716797 162.636719,-1389.974121 -10774.780273 162.636719,1110.025391 -10774.780273 162.636719,
1 , 13.481 , true , 8054.745117 -2759.181396 167.368179,10554.607422 -2759.181396 167.368179,9304.607422 -594.148376 167.368179,6804.853027 -594.148621 167.368179,5554.853027 -2759.181641 167.368179,6804.853027 -4924.245117 167.368179,9304.607422 -4924.245117 167.368179,-1557.426636 6350.433105 -143.784958,942.585693 6350.433105 -143.784958,-307.406128 8515.742188 -143.784958,-2807.365234 8515.742188 -143.784958,-4057.365234 6350.433105 -143.784958,-2807.36499 4185.369629 -143.784958,-307.40625 4185.369629 -143.784958,-6805.798828 1750.897095 -138.747559,-4305.798828 1750.897095 -138.747559,-5555.798828 3916.022217 -138.747559,-8055.798828 3916.021973 -138.747559,-9305.798828 1750.896851 -138.747559,-8055.798828 -414.151276 -138.747559,-5555.798828 -414.151276 -138.747559,-154.78891 -8605.084961 162.636719,2345.171875 -8605.084961 162.636719,1095.233154 -6440.021484 162.636719,-1404.766846 -6440.021484 162.636719,-2654.828125 -8605.084961 162.636719,-1404.766479 -10770.148438 162.636719,1095.233032 -10770.148438 162.636719,
1 , 13.981 , true , 8039.623535 -2755.790771 167.368179,10539.470703 -2755.790771 167.368179,9289.470703 -590.759644 167.368179,6789.731445 -590.759888 167.368179,5539.731445 -2755.791016 167.368179,6789.731445 -4920.854492 167.368179,9289.470703 -4920.854492 167.368179,-1569.93335 6341.275391 -143.784958,930.080872 6341.275391 -143.784958,-319.911896 8506.599609 -143.784958,-2819.868164 8506.599609 -143.784958,-4069.868164 6341.275391 -143.784958,-2819.86792 4176.211914 -143.784958,-319.912018 4176.211914 -143.784958,-6817.454102 1740.676025 -138.747559,-4317.454102 1740.676025 -138.747559,-5567.454102 3905.804932 -138.747559,-8067.454102 3905.804688 -138.747559,-9317.454102 1740.675781 -138.747559,-8067.454102 -424.371399 -138.747559,-5567.454102 -424.371399 -138.747559,-169.582687 -8600.453125 162.636719,2330.375732 -8600.453125 162.636719,1080.440796 -6435.389648 162.636719,-1419.559204 -6435.389648 162.636719,-2669.624268 -8600.453125 162.636719,-1419.558838 -10765.516602 162.636719,1080.440674 -10765.516602 162.636719,
1 , 14.481 , true , 8024.501953 -2752.400146 167.368179,10524.333984 -2752.400146 167.368179,9274.333984 -587.370911 167.368179,6774.609863 -587.371155 167.368179,5524.609863 -2752.400391 167.368179,6774.609863 -4917.463867 167.368179,9274.333984 -4917.463867 167.368179,-1582.440063 6332.117676 -143.784958,917.57605 6332.117676 -143.784958,-332.417664 8497.457031 -143.784958,-2832.371094 8497.457031 -143.784958,-4082.371094 6332.117676 -143.784958,-2832.37085 4167.054199 -143.784958,-332.417786 4167.054199 -143.784958,-6829.109375 1730.454956 -138.747559,-4329.109375 1730.454956 -138.747559,-5579.109375 3895.587646 -138.747559,-8079.109375 3895.587402 -138.747559,-9329.109375 1730.454712 -138.747559,-8079.109375 -434.591522 -138.747559,-5579.109375 -434.591522 -138.747559,-184.376465 -8595.821289 162.636719,2315.57959 -8595.821289 162.636719,1065.648438 -6430.757812 162.636719,-1434.351562 -6430.757812 162.636719,-2684.42041 -8595.821289 162.636719,-1434.351196 -10760.884766 162.636719,1065.648315 -10760.884766 162.636719,
1 , 14.981 , true , 8009.380371 -2749.009521 167.368179,10509.197266 -2749.009521 167.368179,9259.197266 -583.982178 167.368179,6759.488281 -583.982422 167.368179,5509.488281 -2749.009766 167.368179,6759.488281 -4914.073242 167.368179,9259.197266 -4914.073242 167.368179,-1594.946777 6322.959961 -143.784958,905.071228 6322.959961 -143.784958,-344.923431 8488.314453 -143.784958,-2844.874023 8488.314453 -143.784958,-4094.874023 6322.959961 -143.784958,-2844.873779 4157.896484 -143.784958,-344.923553 4157.896484 -143.784958,-6840.764648 1720.233887 -138.747559,-4340.764648 1720.233887 -138.747559,-5590.764648 3885.370361 -138.747559,-8090.764648 3885.370117 -138.747559,-9340.764648 1720.233643 -138.747559,-8090.764648 -444.811646 -138.747559,-5590.764648 -444.811646 -138.747559,-199.170242 -8591.189453 162.636719,2300.783447 -8591.189453 162.636719,1050.856079 -6426.125977 162.636719,-1449.143921 -6426.125977 162.636719,-2699.216553 -8591.189453 162.636719,-1449.143555 -10756.25293 162.636719,1050.855957 -10756.25293 162.636719,
1 , 15.481 , true , 7994.258789 -2745.618896 167.368179,10494.060547 -2745.618896 167.368179,9244.060547 -580.593445 167.368179,6744.366699 -580.593689 167.368179,5494.366699 -2745.619141 167.368179,6744.366699 -4910.682617 167.368179,9244.060547 -4910.682617 167.368179,-1607.453491 6313.802246 -143.784958,892.566406 6313.802246 -143.784958,-357.429199 8479.171875 -143.784958,-2857.376953 8479.171875 -143.784958,-4107.376953 6313.802246 -143.784958,-2857.376709 4148.73877 -143.784958,-357.429321 4148.73877 -143.784958,-6852.419922 1710.012817 -138.747559,-4352.419922 1710.012817 -138.747559,-5602.419922 3875.153076 -138.747559,-8102.419922 3875.152832 -138.747559,-9352.419922 1710.012573 -138.747559,-8102.419922 -455.031769 -138.747559,-5602.419922 -455.031769 -138.747559,-213.96402 -8586.557617 162.636719,2285.987305 -8586.557617 162.636719,1036.063721 -6421.494141 162.636719,-1463.936279 -6421.494141 162.636719,-2714.012695 -8586.557617 162.636719,-1463.935913 -10751.621094 162.636719,1036.063599 -10751.621094 162.636719,
1 , 15.981 , true , 7979.137207 -2742.228271 167.368179,10478.923828 -2742.228271 167.368179,9228.923828 -577.204712 167.368179,6729.245117 -577.204956 167.368179,5479.245117 -2742.228516 167.368179,6729.245117 -4907.291992 167.368179,9228.923828 -4907.291992 167.368179,-1619.960205 6304.644531 -143.784958,880.061584 6304.644531 -143.784958,-369.934967 8470.029297 -143.784958,-2869.879883 8470.029297 -143.784958,-4119.879883 6304.644531 -143.784958,-2869.879639 4139.581055 -143.784958,-369.935089 4139.581055 -143.784958,-6864.075195 1699.791748 -138.747559,-4364.075195 1699.791748 -138.747559,-5614.075195 3864.935791 -138.747559,-8114.075195 3864.935547 -138.747559,-9364.075195 1699.791504 -138.747559,-8114.075195 -465.251892 -138.747559,-5614.075195 -465.251892 -138.747559,-228.757797 -8581.925781 162.636719,2271.191162 -8581.925781 162.636719,1021.270996 -6416.862305 162.636719,-1478.728638 -6416.862305 162.636719,-2728.808838 -8581.925781 162.636719,-1478.728271 -10746.989258 162.636719,1021.270874 -10746.989258 162.636719,
1 , 16.481001 , true , 7964.015625 -2738.837646 167.368179,10463.787109 -2738.837646 167.368179,9213.787109 -573.815979 167.368179,6714.123535 -573.816223 167.368179,5464.123535 -2738.837891 167.368179,6714.123535 -4903.901367 167.368179,9213.787109 -4903.901367 167.368179,-1632.466919 6295.486816 -143.784958,867.556763 6295.486816 -143.784958,-382.440735 8460.886719 -143.784958,-2882.382812 8460.886719 -143.784958,-4132.382812 6295.486816 -143.784958,-2882.382568 4130.42334 -143.784958,-382.440857 4130.42334 -143.784958,-6875.730469 1689.570679 -138.747559,-4375.730469 1689.570679 -138.747559,-5625.730469 3854.718506 -138.747559,-8125.730469 3854.718262 -138.747559,-9375.730469 1689.570435 -138.747559,-8125.730469 -475.472015 -138.747559,-5625.730469 -475.472015 -138.747559,-243.551575 -8577.293945 162.636719,2256.39502 -8577.293945 162.636719,1006.476746 -6412.230469 162.636719,-1493.520996 -6412.230469 162.636719,-2743.60498 -8577.293945 162.636719,-1493.52063 -10742.357422 162.636719,1006.476624 -10742.357422 162.636719,
1 , 16.981001 , true , 7948.894043 -2735.447021 167.368179,10448.650391 -2735.447021 167.368179,9198.650391 -570.427246 167.368179,6699.001953 -570.42749 167.368179,5449.001953 -2735.447266 167.368179,6699.001953 -4900.510742 167.368179,9198.650391 -4900.510742 167.368179,-1644.973633 6286.329102 -143.784958,855.051941 6286.329102 -143.784958,-394.946503 8451.744141 -143.784958,-2894.885742 8451.744141 -143.784958,-4144.885742 6286.329102 -143.784958,-2894.885498 4121.265625 -143.784958,-394.946625 4121.265625 -143.784958,-6887.385742 1679.349609 -138.747559,-4387.385742 1679.349609 -138.747559,-5637.385742 3844.501221 -138.747559,-8137.385742 3844.500977 -138.747559,-9387.385742 1679.349365 -138.747559,-8137.385742 -485.692139 -138.747559,-5637.385742 -485.692139 -138.747559,-258.345276 -8572.662109 162.636719,2241.598877 -8572.662109 162.636719,991.682495 -6407.598633 162.636719,-1508.313354 -6407.598633 162.636719,-2758.401123 -8572.662109 162.636719,-1508.312988 -10737.725586 162.636719,991.682373 -10737.725586 162.636719,
1 , 17.482 , true , 7933.772461 -2732.056396 167.368179,10433.513672 -2732.056396 167.368179,9183.513672 -567.038513 167.368179,6683.880371 -567.038757 167.368179,5433.880371 -2732.056641 167.368179,6683.880371 -4897.120117 167.368179,9183.513672 -4897.120117 167.368179,-1657.480347 6277.171387 -143.784958,842.547119 6277.171387 -143.784958,-407.452271 8442.601562 -143.784958,-2907.388672 8442.601562 -143.784958,-4157.388672 6277.171387 -143.784958,-2907.388428 4112.10791 -143.784958,-407.452393 4112.10791 -143.784958,-6899.041016 1669.12854 -138.747559,-4399.041016 1669.12854 -138.747559,-5649.041016 3834.283936 -138.747559,-8149.041016 3834.283691 -138.747559,-9399.041016 1669.128296 -138.747559,-8149.041016 -495.912262 -138.747559,-5649.041016 -495.912262 -138.747559,-273.13858 -8568.030273 162.636719,2226.802734 -8568.030273 162.636719,976.888245 -6402.966797 162.636719,-1523.105713 -6402.966797 162.636719,-2773.197266 -8568.030273 162.636719,-1523.105347 -10733.09375 162.636719,976.888123 -10733.09375 162.636719,
1 , 17.982 , true , 7918.650879 -2728.665771 167.368179,10418.376953 -2728.665771 167.368179,9168.376953 -563.64978 167.368179,6668.758789 -563.650024 167.368179,5418.758789 -2728.666016 167.368179,6668.758789 -4893.729492 167.368179,9168.376953 -4893.729492 167.368179,-1669.987061 6268.013672 -143.784958,830.042297 6268.013672 -143.784958,-419.958038 8433.458984 -143.784958,-2919.891602 8433.458984 -143.784958,-4169.891602 6268.013672 -143.784958,-2919.891357 4102.950195 -143.784958,-419.95816 4102.950195 -143.784958,-6910.696289 1658.907471 -138.747559,-4410.696289 1658.907471 -138.747559,-5660.696289 3824.06665 -138.747559,-8160.696289 3824.066406 -138.747559,-9410.696289 1658.907227 -138.747559,-8160.696289 -506.132385 -138.747559,-5660.696289 -506.132385 -138.747559,-287.931885 -8563.398438 162.636719,2212.006592 -8563.398438 162.636719,962.093994 -6398.334961 162.636719,-1537.898071 -6398.334961 162.636719,-2787.993408 -8563.398438 162.636719,-1537.897705 -10728.461914 162.636719,962.093872 -10728.461914 162.636719,
