time,trial,gameplay?, 1 (x y rot), 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28,
10.997 , 1 , true , 2734.893555 3610.211914 -148.317307,9278.675781 -6634.361328 144.288666,8816.768555 14499.250977 116.479782,-7141.774902 3841.510742 22.825481,-5097.453125 12972.421875 -115.5383,-7007.091309 -2514.494141 -155.775955,10952.344727 -12740.849609 -26.687054,-3346.517578 -485.863892 20.166365,3651.258789 -2522.448242 2.472347,-6056.813477 -14520.21875 -4.754763,-13924.760742 9854.962891 83.126022,-9221.441406 6252.554688 -134.628174,8416.981445 13491.177734 22.639734,-4530.469727 -11391.329102 -63.763515,3336.902344 1156.731934 -70.265816,2187.180664 -11613.279297 -28.956783,13440.393555 -8708.921875 -72.586296,-12018.258789 12476.736328 -139.485992,-8542.81543 -965.769531 -59.578999,11974.239258 1020.414795 106.103004,4547.418945 -13518.075195 24.483561,-11198.516602 -14154.12793 90.177094,-7034.375977 -9032.192383 164.635574,-10430.986328 -3161.755615 -97.643311,490.898651 -2942.533203 156.929047,10172.452148 -5865.986328 10.609411,10196.915039 -1073.333008 60.927402,14352.303711 -8428.972656 76.508743,
11.497 , 1 , true , 2708.510254 3593.932373 -148.317307,9253.518555 -6616.272949 144.288666,8802.933594 14527.011719 116.479782,-7113.196777 3853.536865 22.825481,-5110.818848 12944.449219 -115.5383,-7035.366699 -2527.216553 -155.775955,10980.044922 -12754.775391 -26.687054,-3317.417236 -475.176422 20.166365,3682.228516 -2521.108643 2.472347,-6025.919434 -14522.791992 -4.754763,-13921.037109 9885.750977 83.126022,-9243.208008 6230.485352 -134.628174,8445.589844 13503.105469 22.639734,-4516.770996 -11419.150391 -63.763515,3347.369385 1127.552124 -70.265816,2214.305664 -11628.294922 -28.956783,13449.657227 -8738.499023 -72.586296,-12041.811523 12456.604492 -139.485992,-8527.103516 -992.500977 -59.578999,11965.641602 1050.199829 106.103004,4575.633789 -13505.239258 24.483561,-11198.607422 -14123.12793 90.177094,-7064.270996 -9023.988281 164.635574,-10435.103516 -3192.483154 -97.643311,462.378235 -2930.385986 156.929047,10202.907227 -5860.279785 10.609411,10211.991211 -1046.238281 60.927402,14359.539062 -8398.820312 76.508743,
11.997 , 1 , true , 2682.126953 3577.652832 -148.317307,9228.361328 -6598.18457 144.288666,8789.098633 14554.772461 116.479782,-7084.618652 3865.562988 22.825481,-5124.18457 12916.476562 -115.5383,-7063.64209 -2539.938965 -155.775955,11007.745117 -12768.701172 -26.687054,-3288.316895 -464.488953 20.166365,3713.198242 -2519.769043 2.472347,-5995.025391 -14525.365234 -4.754763,-13917.313477 9916.539062 83.126022,-9264.974609 6208.416016 -134.628174,8474.198242 13515.033203 22.639734,-4503.072266 -11446.97168 -63.763515,3357.836426 1098.372314 -70.265816,2241.430664 -11643.310547 -28.956783,13458.920898 -8768.076172 -72.586296,-12065.364258 12436.472656 -139.485992,-8511.391602 -1019.232422 -59.578999,11957.043945 1079.985107 106.103004,4603.848633 -13492.40332 24.483561,-11198.698242 -14092.12793 90.177094,-7094.166016 -9015.78418 164.635574,-10439.220703 -3223.210693 -97.643311,433.857819 -2918.23877 156.929047,10233.362305 -5854.573242 10.609411,10227.067383 -1019.143555 60.927402,14366.774414 -8368.667969 76.508743,
12.497 , 1 , true , 2655.743652 3561.373291 -148.317307,9203.204102 -6580.096191 144.288666,8775.263672 14582.533203 116.479782,-7056.040527 3877.589111 22.825481,-5137.550293 12888.503906 -115.5383,-7091.91748 -2552.661377 -155.775955,11035.445312 -12782.626953 -26.687054,-3259.216553 -453.801483 20.166365,3744.167969 -2518.429443 2.472347,-5964.131348 -14527.938477 -4.754763,-13913.589844 9947.327148 83.126022,-9286.741211 6186.34668 -134.628174,8502.806641 13526.960938 22.639734,-4489.373535 -11474.792969 -63.763515,3368.303467 1069.192505 -70.265816,2268.555664 -11658.326172 -28.956783,13468.18457 -8797.65332 -72.586296,-12088.916992 12416.34082 -139.485992,-8495.679688 -1045.963867 -59.578999,11948.446289 1109.770386 106.103004,4632.063477 -13479.567383 24.483561,-11198.789062 -14061.12793 90.177094,-7124.061035 -9007.580078 164.635574,-10443.337891 -3253.938232 -97.643311,405.337402 -2906.091553 156.929047,10263.817383 -5848.866699 10.609411,10242.143555 -992.048828 60.927402,14374.009766 -8338.515625 76.508743,
12.997 , 1 , true , 2629.360352 3545.09375 -148.317307,9178.046875 -6562.007812 144.288666,8761.428711 14610.293945 116.479782,-7027.462402 3889.615234 22.825481,-5150.916016 12860.53125 -115.5383,-7120.192871 -2565.383789 -155.775955,11063.145508 -12796.552734 -26.687054,-3230.116211 -443.114014 20.166365,3775.137695 -2517.089844 2.472347,-5933.237305 -14530.511719 -4.754763,-13909.866211 9978.115234 83.126022,-9308.507812 6164.277344 -134.628174,8531.415039 13538.888672 22.639734,-4475.674805 -11502.614258 -63.763515,3378.770508 1040.012695 -70.265816,2295.680664 -11673.341797 -28.956783,13477.448242 -8827.230469 -72.586296,-12112.469727 12396.208984 -139.485992,-8479.967773 -1072.695312 -59.578999,11939.848633 1139.555664 106.103004,4660.27832 -13466.731445 24.483561,-11198.879883 -14030.12793 90.177094,-7153.956055 -8999.375977 164.635574,-10447.455078 -3284.665771 -97.643311,376.816986 -2893.944336 156.929047,10294.272461 -5843.160156 10.609411,10257.219727 -964.954102 60.927402,14381.245117 -8308.363281 76.508743,
13.497 , 1 , true , 2602.977051 3528.814209 -148.317307,9152.889648 -6543.919434 144.288666,8747.59375 14638.054688 116.479782,-6998.884277 3901.641357 22.825481,-5164.281738 12832.558594 -115.5383,-7148.468262 -2578.106201 -155.775955,11090.845703 -12810.478516 -26.687054,-3201.015869 -432.426544 20.166365,3806.107422 -2515.750244 2.472347,-5902.343262 -14533.084961 -4.754763,-13906.142578 10008.90332 83.126022,-9330.274414 6142.208008 -134.628174,8560.023438 13550.816406 22.639734,-4461.976074 -11530.435547 -63.763515,3389.237549 1010.832886 -70.265816,2322.805664 -11688.357422 -28.956783,13486.711914 -8856.807617 -72.586296,-12136.022461 12376.077148 -139.485992,-8464.255859 -1099.426758 -59.578999,11931.250977 1169.340942 106.103004,4688.493164 -13453.895508 24.483561,-11198.970703 -13999.12793 90.177094,-7183.851074 -8991.171875 164.635574,-10451.572266 -3315.393311 -97.643311,348.29657 -2881.797119 156.929047,10324.727539 -5837.453613 10.609411,10272.295898 -937.859375 60.927402,14388.480469 -8278.210938 76.508743,
13.997 , 1 , true , 2576.59375 3512.534668 -148.317307,9127.732422 -6525.831055 144.288666,8733.758789 14665.81543 116.479782,-6970.306152 3913.66748 22.825481,-5177.647461 12804.585938 -115.5383,-7176.743652 -2590.828613 -155.775955,11118.545898 -12824.404297 -26.687054,-3171.915527 -421.739075 20.166365,3837.077148 -2514.410645 2.472347,-5871.449219 -14535.658203 -4.754763,-13902.418945 10039.691406 83.126022,-9352.041016 6120.138672 -134.628174,8588.631836 13562.744141 22.639734,-4448.277344 -11558.256836 -63.763515,3399.70459 981.653076 -70.265816,2349.930664 -11703.373047 -28.956783,13495.975586 -8886.384766 -72.586296,-12159.575195 12355.945312 -139.485992,-8448.543945 -1126.158203 -59.578999,11922.65332 1199.126221 106.103004,4716.708008 -13441.05957 24.483561,-11199.061523 -13968.12793 90.177094,-7213.746094 -8982.967773 164.635574,-10455.689453 -3346.12085 -97.643311,319.776154 -2869.649902 156.929047,10355.182617 -5831.74707 10.609411,10287.37207 -910.764648 60.927402,14395.71582 -8248.058594 76.508743,
14.498 , 1 , true , 2550.210449 3496.255127 -148.317307,9102.575195 -6507.742676 144.288666,8719.923828 14693.576172 116.479782,-6941.728027 3925.693604 22.825481,-5191.013184 12776.613281 -115.5383,-7205.019043 -2603.551025 -155.775955,11146.246094 -12838.330078 -26.687054,-3142.815186 -411.051605 20.166365,3868.046875 -2513.071045 2.472347,-5840.555176 -14538.231445 -4.754763,-13898.695312 10070.479492 83.126022,-9373.807617 6098.069336 -134.628174,8617.240234 13574.671875 22.639734,-4434.578613 -11586.078125 -63.763515,3410.171631 952.473267 -70.265816,2377.055664 -11718.388672 -28.956783,13505.239258 -8915.961914 -72.586296,-12183.12793 12335.813477 -139.485992,-8432.832031 -1152.889648 -59.578999,11914.055664 1228.911499 106.103004,4744.922852 -13428.223633 24.483561,-11199.152344 -13937.12793 90.177094,-7243.641113 -8974.763672 164.635574,-10459.806641 -3376.848389 -97.643311,291.255737 -2857.502686 156.929047,10385.637695 -5826.040527 10.609411,10302.448242 -883.669922 60.927402,14402.951172 -8217.90625 76.508743,
14.998 , 1 , true , 2523.827148 3479.975586 -148.317307,9077.417969 -6489.654297 144.288666,8706.088867 14721.336914 116.479782,-6913.149902 3937.719727 22.825481,-5204.378906 12748.640625 -115.5383,-7233.294434 -2616.273438 -155.775955,11173.946289 -12852.255859 -26.687054,-3113.714844 -400.364136 20.166365,3899.016602 -2511.731445 2.472347,-5809.661133 -14540.804688 -4.754763,-13894.97168 10101.267578 83.126022,-9395.574219 6076.0 -134.628174,8645.848633 13586.599609 22.639734,-4420.879883 -11613.899414 -63.763515,3420.638672 923.293457 -70.265816,2404.180664 -11733.404297 -28.956783,13514.50293 -8945.539062 -72.586296,-12206.680664 12315.681641 -139.485992,-8417.120117 -1179.621094 -59.578999,11905.458008 1258.696777 106.103004,4773.137695 -13415.387695 24.483561,-11199.243164 -13906.12793 90.177094,-7273.536133 -8966.55957 164.635574,-10463.923828 -3407.575928 -97.643311,262.735321 -2845.355469 156.929047,10416.092773 -5820.333984 10.609411,10317.524414 -856.575195 60.927402,14410.186523 -8187.756348 76.508743,
15.498 , 1 , true , 2497.443848 3463.696045 -148.317307,9052.260742 -6471.565918 144.288666,8692.253906 14749.097656 116.479782,-6884.571777 3949.74585 22.825481,-5217.744629 12720.667969 -115.5383,-7261.569824 -2628.99585 -155.775955,11201.646484 -12866.181641 -26.687054,-3084.614502 -389.676666 20.166365,3929.986328 -2510.391846 2.472347,-5778.76709 -14543.37793 -4.754763,-13891.248047 10132.055664 83.126022,-9417.34082 6053.930664 -134.628174,8674.457031 13598.527344 22.639734,-4407.181152 -11641.720703 -63.763515,3431.105713 894.113647 -70.265816,2431.305664 -11748.419922 -28.956783,13523.766602 -8975.116211 -72.586296,-12230.233398 12295.549805 -139.485992,-8401.408203 -1206.352539 -59.578999,11896.860352 1288.482056 106.103004,4801.352539 -13402.551758 24.483561,-11199.333984 -13875.12793 90.177094,-7303.431152 -8958.355469 164.635574,-10468.041016 -3438.303467 -97.643311,234.214905 -2833.208252 156.929047,10446.547852 -5814.627441 10.609411,10332.600586 -829.480469 60.927402,14417.421875 -8157.619141 76.508743,
15.998 , 1 , true , 2471.060547 3447.416504 -148.317307,9027.103516 -6453.477539 144.288666,8678.418945 14776.858398 116.479782,-6855.993652 3961.771973 22.825481,-5231.110352 12692.695312 -115.5383,-7289.845215 -2641.718262 -155.775955,11229.34668 -12880.107422 -26.687054,-3055.51416 -378.989197 20.166365,3960.956055 -2509.052246 2.472347,-5747.873047 -14545.951172 -4.754763,-13887.524414 10162.84375 83.126022,-9439.107422 6031.861328 -134.628174,8703.06543 13610.455078 22.639734,-4393.482422 -11669.541992 -63.763515,3441.572754 864.933838 -70.265816,2458.430664 -11763.435547 -28.956783,13533.030273 -9004.693359 -72.586296,-12253.786133 12275.417969 -139.485992,-8385.696289 -1233.083984 -59.578999,11888.262695 1318.267334 106.103004,4829.567383 -13389.71582 24.483561,-11199.424805 -13844.12793 90.177094,-7333.326172 -8950.151367 164.635574,-10472.158203 -3469.031006 -97.643311,205.694489 -2821.061035 156.929047,10477.00293 -5808.920898 10.609411,10347.676758 -802.385742 60.927402,14424.657227 -8127.481934 76.508743,
16.497999 , 1 , true , 2444.677246 3431.136963 -148.317307,9001.946289 -6435.38916 144.288666,8664.583984 14804.619141 116.479782,-6827.415527 3973.798096 22.825481,-5244.476074 12664.722656 -115.5383,-7318.120605 -2654.440674 -155.775955,11257.046875 -12894.033203 -26.687054,-3026.413818 -368.301727 20.166365,3991.925781 -2507.712646 2.472347,-5716.979004 -14548.524414 -4.754763,-13883.800781 10193.631836 83.126022,-9460.874023 6009.791992 -134.628174,8731.673828 13622.382812 22.639734,-4379.783691 -11697.363281 -63.763515,3452.039795 835.754028 -70.265816,2485.555664 -11778.451172 -28.956783,13542.293945 -9034.270508 -72.586296,-12277.338867 12255.286133 -139.485992,-8369.984375 -1259.81543 -59.578999,11879.665039 1348.052612 106.103004,4857.782227 -13376.879883 24.483561,-11199.515625 -13813.12793 90.177094,-7363.221191 -8941.947266 164.635574,-10476.275391 -3499.758545 -97.643311,177.174072 -2808.913818 156.929047,10507.458008 -5803.214355 10.609411,10362.75293 -775.291016 60.927402,14431.892578 -8097.344727 76.508743,
16.997999 , 1 , true , 2418.293945 3414.857422 -148.317307,8976.789062 -6417.300781 144.288666,8650.749023 14832.379883 116.479782,-6798.837402 3985.824219 22.825481,-5257.841797 12636.75 -115.5383,-7346.395996 -2667.163086 -155.775955,11284.74707 -12907.958984 -26.687054,-2997.313477 -357.614258 20.166365,4022.895508 -2506.373047 2.472347,-5686.084961 -14551.097656 -4.754763,-13880.077148 10224.419922 83.126022,-9482.640625 5987.722656 -134.628174,8760.282227 13634.310547 22.639734,-4366.084961 -11725.18457 -63.763515,3462.506836 806.574219 -70.265816,2512.680664 -11793.466797 -28.956783,13551.557617 -9063.847656 -72.586296,-12300.891602 12235.154297 -139.485992,-8354.272461 -1286.546875 -59.578999,11871.067383 1377.837891 106.103004,4885.99707 -13364.043945 24.483561,-11199.606445 -13782.12793 90.177094,-7393.116211 -8933.743164 164.635574,-10480.392578 -3530.486084 -97.643311,148.653656 -2796.766602 156.929047,10537.913086 -5797.507812 10.609411,10377.829102 -748.196289 60.927402,14439.12793 -8067.20752 76.508743,
17.497999 , 1 , true , 2391.910645 3398.577881 -148.317307,8951.631836 -6399.212402 144.288666,8636.914062 14860.140625 116.479782,-6770.259277 3997.850342 22.825481,-5271.20752 12608.777344 -115.5383,-7374.671387 -2679.885498 -155.775955,11312.447266 -12921.884766 -26.687054,-2968.213135 -346.926788 20.166365,4053.865234 -2505.033447 2.472347,-5655.190918 -14553.670898 -4.754763,-13876.353516 10255.208008 83.126022,-9504.407227 5965.65332 -134.628174,8788.890625 13646.238281 22.639734,-4352.38623 -11753.005859 -63.763515,3472.973877 777.394409 -70.265816,2539.805664 -11808.482422 -28.956783,13560.821289 -9093.424805 -72.586296,-12324.444336 12215.022461 -139.485992,-8338.560547 -1313.27832 -59.578999,11862.469727 1407.623169 106.103004,4914.211914 -13351.208008 24.483561,-11199.697266 -13751.12793 90.177094,-7423.01123 -8925.539062 164.635574,-10484.509766 -3561.213623 -97.643311,120.133171 -2784.619385 156.929047,10568.368164 -5791.80127 10.609411,10392.905273 -721.101562 60.927402,14446.363281 -8037.070312 76.508743,
17.997999 , 1 , true , 2365.527344 3382.29834 -148.317307,8926.474609 -6381.124023 144.288666,8648.963867 14835.961914 -63.520245,-6741.681152 4009.876465 22.825481,-5284.573242 12580.804688 -115.5383,-7402.946777 -2692.60791 -155.775955,11340.147461 -12935.810547 -26.687054,-2939.112793 -336.239319 20.166365,4084.834961 -2503.693848 2.472347,-5624.296875 -14556.244141 -4.754763,-13872.629883 10285.996094 83.126022,-9526.173828 5943.583984 -134.628174,8817.499023 13658.166016 22.639734,-4338.6875 -11780.827148 -63.763515,3483.440918 748.2146 -70.265816,2566.930664 -11823.498047 -28.956783,13570.084961 -9123.001953 -72.586296,-12347.99707 12194.890625 -139.485992,-8322.848633 -1340.009766 -59.578999,11853.87207 1437.408447 106.103004,4942.426758 -13338.37207 24.483561,-11199.788086 -13720.12793 90.177094,-7452.90625 -8917.334961 164.635574,-10488.626953 -3591.941162 -97.643311,91.612518 -2772.472168 156.929047,10598.823242 -5786.094727 10.609411,10407.981445 -694.006836 60.927402,14453.598633 -8006.933105 76.508743,
