time,trial,gameplay?, 1 (x y rot), 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28,
160.332993 , 2 , true , -9998.939453 9120.011719 -5.487155,415.737915 4492.822266 130.673065,-7678.998047 -4551.291992 -145.709457,12311.654297 2938.000732 60.222561,2347.260742 11567.4375 148.178329,10658.272461 2849.424561 146.13707,-10499.240234 7956.338867 -136.168564,461.956818 -3172.5979 8.640592,-12674.956055 -8892.578125 -61.854393,-5852.338867 -11328.973633 36.672325,-3416.699707 -8815.615234 -88.457329,12272.741211 -9814.495117 -114.44017,4250.749512 3836.486816 -47.044266,14733.93457 4323.89502 131.456635,14148.761719 -6191.489258 -149.277817,12726.885742 13164.396484 -1.650207,-1630.362915 4524.758789 159.740097,4252.919922 -8910.422852 -74.170525,-8846.919922 10928.248047 70.017097,-4403.23877 -6261.695312 -43.667412,-4447.609863 3100.612305 -60.496212,8186.714844 13599.612305 34.184517,-14803.181641 -3886.449707 72.439316,6988.458984 -6004.643066 -103.834732,3886.772461 -14483.087891 -5.01169,-1922.431519 12755.700195 -142.633911,14149.016602 13332.646484 100.948814,12228.665039 1129.393066 -116.836403,
160.832993 , 2 , true , -9968.09082 9117.044922 -5.487155,395.53418 4516.32959 130.673065,-7704.609375 -4568.759766 -145.709457,12327.063477 2964.90625 60.222561,2320.922852 11583.785156 148.178329,10632.540039 2866.695557 146.13707,-10521.612305 7934.875 -136.168564,492.604889 -3167.943359 8.640592,-12660.333984 -8919.915039 -61.854393,-5827.469238 -11310.446289 36.672325,-3415.867188 -8846.615234 -88.457329,12259.905273 -9842.709961 -114.44017,4271.880371 3813.796875 -47.044266,14713.40918 4347.129883 131.456635,14122.121094 -6207.322266 -149.277817,12757.885742 13163.518555 -1.650207,-1659.444336 4535.490723 159.740097,4261.381348 -8940.242188 -74.170525,-8836.324219 10957.371094 70.017097,-4380.821289 -6283.098633 -43.667412,-4432.336914 3073.631104 -60.496212,8212.356445 13617.019531 34.184517,-14793.827148 -3856.895264 72.439316,6981.041992 -6034.75 -103.834732,3917.651367 -14485.782227 -5.01169,-1947.070312 12736.900391 -142.633911,14143.143555 13363.071289 100.948814,12214.678711 1101.730713 -116.836403,
161.332993 , 2 , true , -9937.242188 9114.078125 -5.487155,375.330444 4539.836914 130.673065,-7730.220703 -4586.227539 -145.709457,12342.472656 2991.811768 60.222561,2294.584961 11600.132812 148.178329,10606.807617 2883.966553 146.13707,-10543.984375 7913.411133 -136.168564,523.252991 -3163.288818 8.640592,-12645.711914 -8947.251953 -61.854393,-5802.599609 -11291.918945 36.672325,-3415.034668 -8877.615234 -88.457329,12247.069336 -9870.924805 -114.44017,4293.01123 3791.106934 -47.044266,14692.883789 4370.364746 131.456635,14095.480469 -6223.155273 -149.277817,12788.885742 13162.640625 -1.650207,-1688.525757 4546.222656 159.740097,4269.842773 -8970.061523 -74.170525,-8825.728516 10986.494141 70.017097,-4358.403809 -6304.501953 -43.667412,-4417.063965 3046.649902 -60.496212,8237.998047 13634.426758 34.184517,-14784.472656 -3827.34082 72.439316,6973.625 -6064.856934 -103.834732,3948.530273 -14488.476562 -5.01169,-1971.709106 12718.100586 -142.633911,14137.270508 13393.496094 100.948814,12200.692383 1074.068359 -116.836403,
161.834 , 2 , true , -9906.393555 9111.111328 -5.487155,355.126709 4563.344238 130.673065,-7755.832031 -4603.695312 -145.709457,12357.881836 3018.717285 60.222561,2268.24707 11616.480469 148.178329,10581.075195 2901.237549 146.13707,-10566.356445 7891.947266 -136.168564,553.901062 -3158.634277 8.640592,-12631.089844 -8974.588867 -61.854393,-5777.72998 -11273.391602 36.672325,-3414.202148 -8908.615234 -88.457329,12234.233398 -9899.139648 -114.44017,4314.14209 3768.416992 -47.044266,14672.358398 4393.599609 131.456635,14068.839844 -6238.988281 -149.277817,12819.885742 13161.762695 -1.650207,-1717.607178 4556.95459 159.740097,4278.304199 -8999.880859 -74.170525,-8815.132812 11015.617188 70.017097,-4335.986328 -6325.905273 -43.667412,-4401.791016 3019.668701 -60.496212,8263.639648 13651.833984 34.184517,-14775.118164 -3797.786377 72.439316,6966.208008 -6094.963867 -103.834732,3979.40918 -14491.170898 -5.01169,-1996.3479 12699.300781 -142.633911,14131.397461 13423.920898 100.948814,12186.706055 1046.406006 -116.836403,
162.334 , 2 , true , -9875.544922 9108.144531 -5.487155,334.922974 4586.851562 130.673065,-7781.443359 -4621.163086 -145.709457,12373.291016 3045.622803 60.222561,2241.90918 11632.828125 148.178329,10555.342773 2918.508545 146.13707,-10588.728516 7870.483398 -136.168564,584.549133 -3153.979736 8.640592,-12616.467773 -9001.925781 -61.854393,-5752.860352 -11254.864258 36.672325,-3413.369629 -8939.615234 -88.457329,12221.397461 -9927.354492 -114.44017,4335.272949 3745.727051 -47.044266,14651.833008 4416.834473 131.456635,14042.199219 -6254.821289 -149.277817,12850.885742 13160.884766 -1.650207,-1746.688599 4567.686523 159.740097,4286.765625 -9029.700195 -74.170525,-8804.537109 11044.740234 70.017097,-4313.568848 -6347.308594 -43.667412,-4386.518066 2992.6875 -60.496212,8289.28125 13669.241211 34.184517,-14765.763672 -3768.231934 72.439316,6958.791016 -6125.070801 -103.834732,4010.288086 -14493.865234 -5.01169,-2020.986694 12680.500977 -142.633911,14125.524414 13454.345703 100.948814,12172.719727 1018.744019 -116.836403,
162.834 , 2 , true , -9844.696289 9105.177734 -5.487155,314.719238 4610.358887 130.673065,-7807.054688 -4638.630859 -145.709457,12388.700195 3072.52832 60.222561,2215.571289 11649.175781 148.178329,10529.610352 2935.779541 146.13707,-10611.100586 7849.019531 -136.168564,615.197205 -3149.325195 8.640592,-12601.845703 -9029.262695 -61.854393,-5727.990723 -11236.336914 36.672325,-3412.537109 -8970.615234 -88.457329,12208.561523 -9955.569336 -114.44017,4356.403809 3723.037109 -47.044266,14631.307617 4440.069336 131.456635,14015.558594 -6270.654297 -149.277817,12881.885742 13160.006836 -1.650207,-1775.77002 4578.418457 159.740097,4295.227051 -9059.519531 -74.170525,-8793.941406 11073.863281 70.017097,-4291.151367 -6368.711914 -43.667412,-4371.245117 2965.706299 -60.496212,8314.922852 13686.648438 34.184517,-14756.40918 -3738.67749 72.439316,6951.374023 -6155.177734 -103.834732,4041.166992 -14496.55957 -5.01169,-2045.625488 12661.701172 -142.633911,14119.651367 13484.770508 100.948814,12158.733398 991.083557 -116.836403,
163.334 , 2 , true , -9813.847656 9102.210938 -5.487155,294.515503 4633.866211 130.673065,-7832.666016 -4656.098633 -145.709457,12404.109375 3099.433838 60.222561,2189.233398 11665.523438 148.178329,10503.87793 2953.050537 146.13707,-10633.472656 7827.555664 -136.168564,645.845276 -3144.670654 8.640592,-12587.223633 -9056.599609 -61.854393,-5703.121094 -11217.80957 36.672325,-3411.70459 -9001.615234 -88.457329,12195.725586 -9983.78418 -114.44017,4377.534668 3700.347168 -47.044266,14610.782227 4463.304199 131.456635,13988.917969 -6286.487305 -149.277817,12912.885742 13159.128906 -1.650207,-1804.85144 4589.150391 159.740097,4303.688477 -9089.338867 -74.170525,-8783.345703 11102.986328 70.017097,-4268.733887 -6390.115234 -43.667412,-4355.972168 2938.725098 -60.496212,8340.564453 13704.055664 34.184517,-14747.054688 -3709.123047 72.439316,6943.957031 -6185.284668 -103.834732,4072.045898 -14499.253906 -5.01169,-2070.260742 12642.901367 -142.633911,14113.77832 13515.195312 100.948814,12144.74707 963.423096 -116.836403,
163.834 , 2 , true , -9782.999023 9099.244141 -5.487155,274.311768 4657.373535 130.673065,-7858.277344 -4673.566406 -145.709457,12419.518555 3126.339355 60.222561,2162.895508 11681.871094 148.178329,10478.145508 2970.321533 146.13707,-10655.844727 7806.091797 -136.168564,676.493347 -3140.016113 8.640592,-12572.601562 -9083.936523 -61.854393,-5678.251465 -11199.282227 36.672325,-3410.87207 -9032.615234 -88.457329,12182.889648 -10011.999023 -114.44017,4398.665527 3677.657227 -47.044266,14590.256836 4486.539062 131.456635,13962.277344 -6302.320312 -149.277817,12943.885742 13158.250977 -1.650207,-1833.932861 4599.882324 159.740097,4312.149902 -9119.158203 -74.170525,-8772.75 11132.109375 70.017097,-4246.316406 -6411.518555 -43.667412,-4340.699219 2911.743896 -60.496212,8366.206055 13721.462891 34.184517,-14737.700195 -3679.568604 72.439316,6936.540039 -6215.391602 -103.834732,4102.924805 -14501.948242 -5.01169,-2094.895752 12624.101562 -142.633911,14107.905273 13545.620117 100.948814,12130.760742 935.762634 -116.836403,
164.334 , 2 , true , -9752.150391 9096.277344 -5.487155,254.107986 4680.880859 130.673065,-7883.888672 -4691.03418 -145.709457,12434.927734 3153.244873 60.222561,2136.557617 11698.21875 148.178329,10452.413086 2987.592529 146.13707,-10678.216797 7784.62793 -136.168564,707.141418 -3135.361572 8.640592,-12557.979492 -9111.273438 -61.854393,-5653.381836 -11180.754883 36.672325,-3410.039551 -9063.615234 -88.457329,12170.053711 -10040.213867 -114.44017,4419.796387 3654.967285 -47.044266,14569.731445 4509.773926 131.456635,13935.636719 -6318.15332 -149.277817,12974.885742 13157.373047 -1.650207,-1863.014282 4610.614258 159.740097,4320.611328 -9148.977539 -74.170525,-8762.154297 11161.232422 70.017097,-4223.898926 -6432.921875 -43.667412,-4325.42627 2884.762695 -60.496212,8391.847656 13738.870117 34.184517,-14728.345703 -3650.01416 72.439316,6929.123047 -6245.498535 -103.834732,4133.803711 -14504.642578 -5.01169,-2119.530762 12605.301758 -142.633911,14102.032227 13576.044922 100.948814,12116.774414 908.102173 -116.836403,
164.834 , 2 , true , -9721.301758 9093.310547 -5.487155,233.903778 4704.388184 130.673065,-7909.5 -4708.501953 -145.709457,12450.336914 3180.150391 60.222561,2110.219727 11714.566406 148.178329,10426.680664 3004.863525 146.13707,-10700.588867 7763.164062 -136.168564,737.78949 -3130.707031 8.640592,-12543.357422 -9138.610352 -61.854393,-5628.512207 -11162.227539 36.672325,-3409.207031 -9094.615234 -88.457329,12157.217773 -10068.428711 -114.44017,4440.927246 3632.277344 -47.044266,14549.206055 4533.008789 131.456635,13908.996094 -6333.986328 -149.277817,13005.885742 13156.495117 -1.650207,-1892.095703 4621.346191 159.740097,4329.072754 -9178.796875 -74.170525,-8751.558594 11190.355469 70.017097,-4201.481445 -6454.325195 -43.667412,-4310.15332 2857.781494 -60.496212,8417.489258 13756.277344 34.184517,-14718.991211 -3620.459717 72.439316,6921.706055 -6275.605469 -103.834732,4164.682617 -14507.336914 -5.01169,-2144.165771 12586.501953 -142.633911,14096.15918 13606.469727 100.948814,12102.788086 880.441711 -116.836403,
165.334 , 2 , true , -9690.453125 9090.34375 -5.487155,213.69957 4727.895508 130.673065,-7935.111328 -4725.969727 -145.709457,12465.746094 3207.055908 60.222561,2083.881836 11730.914062 148.178329,10400.948242 3022.134521 146.13707,-10722.960938 7741.700195 -136.168564,768.437561 -3126.05249 8.640592,-12528.735352 -9165.947266 -61.854393,-5603.642578 -11143.700195 36.672325,-3408.374512 -9125.615234 -88.457329,12144.381836 -10096.643555 -114.44017,4462.058105 3609.587402 -47.044266,14528.680664 4556.243652 131.456635,13882.355469 -6349.819336 -149.277817,13036.885742 13155.617188 -1.650207,-1921.177124 4632.078125 159.740097,4337.53418 -9208.616211 -74.170525,-8740.962891 11219.478516 70.017097,-4179.063965 -6475.728516 -43.667412,-4294.880371 2830.800293 -60.496212,8443.130859 13773.68457 34.184517,-14709.636719 -3590.905273 72.439316,6914.289062 -6305.712402 -103.834732,4195.561523 -14510.03125 -5.01169,-2168.800781 12567.702148 -142.633911,14090.286133 13636.894531 100.948814,12088.801758 852.78125 -116.836403,
165.835007 , 2 , true , -9659.604492 9087.376953 -5.487155,193.495361 4751.402832 130.673065,-7960.722656 -4743.4375 -145.709457,12481.155273 3233.961426 60.222561,2057.543945 11747.261719 148.178329,10375.21582 3039.405518 146.13707,-10745.333008 7720.236328 -136.168564,799.085632 -3121.397949 8.640592,-12514.113281 -9193.28418 -61.854393,-5578.772949 -11125.172852 36.672325,-3407.541992 -9156.615234 -88.457329,12131.545898 -10124.858398 -114.44017,4483.188965 3586.897461 -47.044266,14508.155273 4579.478516 131.456635,13855.714844 -6365.652344 -149.277817,13067.885742 13154.739258 -1.650207,-1950.258545 4642.810059 159.740097,4345.995605 -9238.435547 -74.170525,-8730.367188 11248.601562 70.017097,-4156.646484 -6497.131836 -43.667412,-4279.607422 2803.819092 -60.496212,8468.772461 13791.091797 34.184517,-14700.282227 -3561.35083 72.439316,6906.87207 -6335.819336 -103.834732,4226.44043 -14512.725586 -5.01169,-2193.435791 12548.902344 -142.633911,14084.413086 13667.319336 100.948814,12074.81543 825.120789 -116.836403,
166.335007 , 2 , true , -9628.755859 9084.410156 -5.487155,173.291153 4774.910156 130.673065,-7986.333984 -4760.905273 -145.709457,12496.564453 3260.866943 60.222561,2031.203613 11763.609375 148.178329,10349.483398 3056.676514 146.13707,-10767.705078 7698.772461 -136.168564,829.733704 -3116.743408 8.640592,-12499.491211 -9220.621094 -61.854393,-5553.90332 -11106.645508 36.672325,-3406.709473 -9187.615234 -88.457329,12118.709961 -10153.073242 -114.44017,4504.319824 3564.20752 -47.044266,14487.629883 4602.713379 131.456635,13829.074219 -6381.485352 -149.277817,13098.885742 13153.861328 -1.650207,-1979.339966 4653.541992 159.740097,4354.457031 -9268.254883 -74.170525,-8719.771484 11277.724609 70.017097,-4134.229004 -6518.535156 -43.667412,-4264.334473 2776.837891 -60.496212,8494.414062 13808.499023 34.184517,-14690.927734 -3531.796387 72.439316,6899.455078 -6365.92627 -103.834732,4257.319336 -14515.419922 -5.01169,-2218.070801 12530.102539 -142.633911,14078.540039 13697.744141 100.948814,12060.829102 797.460327 -116.836403,
166.835007 , 2 , true , -9597.907227 9081.443359 -5.487155,153.086945 4798.41748 130.673065,-8011.945312 -4778.373047 -145.709457,12511.973633 3287.772461 60.222561,2004.861938 11779.957031 148.178329,10323.750977 3073.94751 146.13707,-10790.077148 7677.308594 -136.168564,860.381775 -3112.088867 8.640592,-12484.869141 -9247.958008 -61.854393,-5529.033691 -11088.118164 36.672325,-3405.876953 -9218.615234 -88.457329,12105.874023 -10181.288086 -114.44017,4525.450684 3541.517578 -47.044266,14467.104492 4625.948242 131.456635,13802.433594 -6397.318359 -149.277817,13129.885742 13152.983398 -1.650207,-2008.421387 4664.273926 159.740097,4362.918457 -9298.074219 -74.170525,-8709.175781 11306.847656 70.017097,-4111.811523 -6539.938477 -43.667412,-4249.061523 2749.856689 -60.496212,8520.055664 13825.90625 34.184517,-14681.573242 -3502.241943 72.439316,6892.038086 -6396.033203 -103.834732,4288.198242 -14518.114258 -5.01169,-2242.705811 12511.302734 -142.633911,14072.666992 13728.168945 100.948814,12046.842773 769.799866 -116.836403,
167.335007 , 2 , true , -9567.058594 9078.476562 -5.487155,132.882736 4821.924805 130.673065,-8037.556641 -4795.84082 -145.709457,12527.382812 3314.677979 60.222561,1978.520264 11796.304688 148.178329,10298.018555 3091.218506 146.13707,-10812.449219 7655.844727 -136.168564,891.029846 -3107.434326 8.640592,-12470.24707 -9275.294922 -61.854393,-5504.164062 -11069.59082 36.672325,-3405.044434 -9249.615234 -88.457329,12093.038086 -10209.50293 -114.44017,4546.581543 3518.827637 -47.044266,14446.579102 4649.183105 131.456635,13775.792969 -6413.151367 -149.277817,13160.885742 13152.105469 -1.650207,-2037.502808 4675.005859 159.740097,4371.379883 -9327.893555 -74.170525,-8698.580078 11335.970703 70.017097,-4089.391602 -6561.341797 -43.667412,-4233.788574 2722.875488 -60.496212,8545.697266 13843.313477 34.184517,-14672.21875 -3472.6875 72.439316,6884.621094 -6426.140137 -103.834732,4319.077148 -14520.808594 -5.01169,-2267.34082 12492.50293 -142.633911,14066.793945 13758.59375 100.948814,12032.856445 742.139404 -116.836403,
167.835007 , 2 , true , -9536.209961 9075.509766 -5.487155,112.678711 4845.432129 130.673065,-8063.167969 -4813.308594 -145.709457,12542.791992 3341.583496 60.222561,1952.178589 11812.652344 148.178329,10272.286133 3108.489502 146.13707,-10834.821289 7634.380859 -136.168564,921.677917 -3102.779785 8.640592,-12455.625 -9302.631836 -61.854393,-5479.294434 -11051.063477 36.672325,-3404.211914 -9280.615234 -88.457329,12080.202148 -10237.717773 -114.44017,4567.712402 3496.137695 -47.044266,14426.053711 4672.417969 131.456635,13749.152344 -6428.984375 -149.277817,13191.885742 13151.227539 -1.650207,-2066.58667 4685.737793 159.740097,4379.841309 -9357.712891 -74.170525,-8687.984375 11365.09375 70.017097,-4066.966553 -6582.745117 -43.667412,-4218.515625 2695.894287 -60.496212,8571.338867 13860.720703 34.184517,-14662.864258 -3443.133057 72.439316,6877.204102 -6456.24707 -103.834732,4349.956055 -14523.50293 -5.01169,-2291.97583 12473.703125 -142.633911,14060.920898 13789.018555 100.948814,12018.870117 714.478943 -116.836403,
168.335999 , 2 , true , -9505.361328 9072.542969 -5.487155,92.474739 4868.939453 130.673065,-8088.779297 -4830.776367 -145.709457,12558.201172 3368.489014 60.222561,1925.836914 11829.0 148.178329,10246.553711 3125.760498 146.13707,-10857.193359 7612.916992 -136.168564,952.325989 -3098.125244 8.640592,-12441.00293 -9329.96875 -61.854393,-5454.424805 -11032.536133 36.672325,-3403.379395 -9311.615234 -88.457329,12067.366211 -10265.932617 -114.44017,4588.843262 3473.447754 -47.044266,14405.52832 4695.652832 131.456635,13722.511719 -6444.817383 -149.277817,13222.885742 13150.349609 -1.650207,-2095.671875 4696.469727 159.740097,4388.302734 -9387.532227 -74.170525,-8677.388672 11394.216797 70.017097,-4044.541504 -6604.148438 -43.667412,-4203.242676 2668.913086 -60.496212,8596.980469 13878.12793 34.184517,-14653.509766 -3413.578613 72.439316,6869.787109 -6486.354004 -103.834732,4380.834961 -14526.197266 -5.01169,-2316.61084 12454.90332 -142.633911,14055.047852 13819.443359 100.948814,12004.883789 686.818481 -116.836403,
168.835999 , 2 , true , -9474.512695 9069.576172 -5.487155,72.270767 4892.446777 130.673065,-8114.390625 -4848.244141 -145.709457,12573.610352 3395.394531 60.222561,1899.495239 11845.347656 148.178329,10220.821289 3143.031494 146.13707,-10879.56543 7591.453125 -136.168564,982.97406 -3093.470703 8.640592,-12426.380859 -9357.305664 -61.854393,-5429.555176 -11014.008789 36.672325,-3402.546875 -9342.615234 -88.457329,12054.530273 -10294.147461 -114.44017,4609.974121 3450.757812 -47.044266,14385.00293 4718.887695 131.456635,13695.871094 -6460.650391 -149.277817,13253.885742 13149.47168 -1.650207,-2124.75708 4707.20166 159.740097,4396.76416 -9417.351562 -74.170525,-8666.792969 11423.339844 70.017097,-4022.116455 -6625.551758 -43.667412,-4187.969727 2641.931885 -60.496212,8622.62207 13895.535156 34.184517,-14644.155273 -3384.02417 72.439316,6862.370117 -6516.460938 -103.834732,4411.713867 -14528.891602 -5.01169,-2341.24585 12436.103516 -142.633911,14049.174805 13849.868164 100.948814,11990.897461 659.15802 -116.836403,
169.335007 , 2 , true , -9443.664062 9066.609375 -5.487155,52.066795 4915.954102 130.673065,-8140.001953 -4865.711914 -145.709457,12589.019531 3422.300049 60.222561,1873.153564 11861.695312 148.178329,10195.088867 3160.30249 146.13707,-10901.9375 7569.989258 -136.168564,1013.622131 -3088.816162 8.640592,-12411.758789 -9384.642578 -61.854393,-5404.685547 -10995.481445 36.672325,-3401.714355 -9373.615234 -88.457329,12041.694336 -10322.362305 -114.44017,4631.10498 3428.067871 -47.044266,14364.477539 4742.122559 131.456635,13669.230469 -6476.483398 -149.277817,13284.885742 13148.59375 -1.650207,-2153.842285 4717.933594 159.740097,4405.225586 -9447.170898 -74.170525,-8656.197266 11452.462891 70.017097,-3999.691406 -6646.955078 -43.667412,-4172.696777 2614.950684 -60.496212,8648.263672 13912.942383 34.184517,-14634.800781 -3354.469727 72.439316,6854.953125 -6546.567871 -103.834732,4442.592773 -14531.585938 -5.01169,-2365.880859 12417.303711 -142.633911,14043.301758 13880.292969 100.948814,11976.911133 631.497559 -116.836403,
169.835999 , 2 , true , -9412.81543 9063.642578 -5.487155,31.862823 4939.461426 130.673065,-8165.613281 -4883.179688 -145.709457,12604.428711 3449.205566 60.222561,1846.81189 11878.042969 148.178329,10169.356445 3177.573486 146.13707,-10924.30957 7548.525391 -136.168564,1044.270264 -3084.161621 8.640592,-12397.136719 -9411.979492 -61.854393,-5379.815918 -10976.954102 36.672325,-3400.881836 -9404.615234 -88.457329,12028.858398 -10350.577148 -114.44017,4652.23584 3405.37793 -47.044266,14343.952148 4765.357422 131.456635,13642.589844 -6492.316406 -149.277817,13315.885742 13147.71582 -1.650207,-2182.92749 4728.665527 159.740097,4413.687012 -9476.990234 -74.170525,-8645.601562 11481.585938 70.017097,-3977.266357 -6668.358398 -43.667412,-4157.423828 2587.969482 -60.496212,8673.905273 13930.349609 34.184517,-14625.446289 -3324.915283 72.439316,6847.536133 -6576.674805 -103.834732,4473.47168 -14534.280273 -5.01169,-2390.515869 12398.503906 -142.633911,14037.428711 13910.717773 100.948814,11962.924805 603.837097 -116.836403,
170.335999 , 2 , true , -9381.966797 9060.675781 -5.487155,11.658845 4962.96875 130.673065,-8191.224609 -4900.647461 -145.709457,12619.837891 3476.111084 60.222561,1820.470215 11894.390625 148.178329,10143.624023 3194.844482 146.13707,-10946.681641 7527.061523 -136.168564,1074.918335 -3079.50708 8.640592,-12382.514648 -9439.316406 -61.854393,-5354.946289 -10958.426758 36.672325,-3400.049316 -9435.615234 -88.457329,12016.022461 -10378.791992 -114.44017,4673.366699 3382.687988 -47.044266,14323.426758 4788.592285 131.456635,13615.949219 -6508.149414 -149.277817,13346.885742 13146.837891 -1.650207,-2212.012695 4739.397461 159.740097,4422.148438 -9506.80957 -74.170525,-8635.005859 11510.708984 70.017097,-3954.841309 -6689.761719 -43.667412,-4142.150879 2560.988281 -60.496212,8699.546875 13947.756836 34.184517,-14616.091797 -3295.36084 72.439316,6840.119141 -6606.781738 -103.834732,4504.350586 -14536.974609 -5.01169,-2415.150879 12379.704102 -142.633911,14031.555664 13941.142578 100.948814,11948.938477 576.176636 -116.836403,
170.835999 , 2 , true , -9351.118164 9057.708984 -5.487155,-8.545156 4986.476074 130.673065,-8216.835938 -4918.115234 -145.709457,12635.24707 3503.016602 60.222561,1794.12854 11910.738281 148.178329,10117.891602 3212.115479 146.13707,-10969.053711 7505.597656 -136.168564,1105.566406 -3074.852539 8.640592,-12367.892578 -9466.65332 -61.854393,-5330.07666 -10939.899414 36.672325,-3399.216797 -9466.615234 -88.457329,12003.186523 -10407.006836 -114.44017,4694.497559 3359.998047 -47.044266,14302.901367 4811.827148 131.456635,13589.308594 -6523.982422 -149.277817,13377.885742 13145.959961 -1.650207,-2241.0979 4750.129395 159.740097,4430.609863 -9536.628906 -74.170525,-8624.410156 11539.832031 70.017097,-3932.41626 -6711.165039 -43.667412,-4126.87793 2534.00708 -60.496212,8725.188477 13965.164062 34.184517,-14606.737305 -3265.806396 72.439316,6832.702148 -6636.888672 -103.834732,4535.229492 -14539.668945 -5.01169,-2439.785889 12360.904297 -142.633911,14025.682617 13971.567383 100.948814,11934.952148 548.516174 -116.836403,
171.335999 , 2 , true , -9320.269531 9054.742188 -5.487155,-28.749142 5009.983398 130.673065,-8242.447266 -4935.583008 -145.709457,12650.65625 3529.922119 60.222561,1767.786865 11927.085938 148.178329,10092.15918 3229.386475 146.13707,-10991.425781 7484.133789 -136.168564,1136.214478 -3070.197998 8.640592,-12353.270508 -9493.990234 -61.854393,-5305.207031 -10921.37207 36.672325,-3398.384277 -9497.615234 -88.457329,11990.350586 -10435.22168 -114.44017,4715.628418 3337.308105 -47.044266,14282.375977 4835.062012 131.456635,13562.667969 -6539.81543 -149.277817,13408.885742 13145.082031 -1.650207,-2270.183105 4760.861328 159.740097,4439.071289 -9566.448242 -74.170525,-8613.814453 11568.955078 70.017097,-3909.991211 -6732.568359 -43.667412,-4111.60498 2507.025879 -60.496212,8750.830078 13982.571289 34.184517,-14597.382812 -3236.251953 72.439316,6825.285156 -6666.995605 -103.834732,4566.108398 -14542.363281 -5.01169,-2464.420898 12342.104492 -142.633911,14019.80957 14001.992188 100.948814,11920.96582 520.855713 -116.836403,
171.835999 , 2 , true , -9289.420898 9051.775391 -5.487155,-48.953114 5033.490723 130.673065,-8268.058594 -4953.050781 -145.709457,12666.06543 3556.827637 60.222561,1741.44519 11943.433594 148.178329,10066.426758 3246.657471 146.13707,-11013.797852 7462.669922 -136.168564,1166.862549 -3065.543457 8.640592,-12338.648438 -9521.327148 -61.854393,-5280.337402 -10902.844727 36.672325,-3397.551758 -9528.615234 -88.457329,11977.514648 -10463.436523 -114.44017,4736.759277 3314.618164 -47.044266,14261.850586 4858.296875 131.456635,13536.027344 -6555.648438 -149.277817,13439.885742 13144.204102 -1.650207,-2299.268311 4771.593262 159.740097,4447.532715 -9596.267578 -74.170525,-8603.21875 11598.078125 70.017097,-3887.566162 -6753.97168 -43.667412,-4096.332031 2480.044678 -60.496212,8776.47168 13999.978516 34.184517,-14588.02832 -3206.69751 72.439316,6817.868164 -6697.102539 -103.834732,4596.987305 -14545.057617 -5.01169,-2489.055908 12323.304688 -142.633911,14013.936523 14032.416992 100.948814,11906.979492 493.19458 -116.836403,
172.335999 , 2 , true , -9258.572266 9048.808594 -5.487155,-69.157089 5056.998047 130.673065,-8293.669922 -4970.518555 -145.709457,12681.474609 3583.733154 60.222561,1715.103516 11959.78125 148.178329,10040.694336 3263.928467 146.13707,-11036.169922 7441.206055 -136.168564,1197.51062 -3060.888916 8.640592,-12324.026367 -9548.664062 -61.854393,-5255.467773 -10884.317383 36.672325,-3396.719238 -9559.615234 -88.457329,11964.678711 -10491.651367 -114.44017,4757.890137 3291.928223 -47.044266,14241.325195 4881.531738 131.456635,13509.386719 -6571.481445 -149.277817,13470.885742 13143.326172 -1.650207,-2328.353516 4782.325195 159.740097,4455.994141 -9626.086914 -74.170525,-8592.623047 11627.201172 70.017097,-3865.141113 -6775.375 -43.667412,-4081.06665 2453.063477 -60.496212,8802.113281 14017.385742 34.184517,-14578.673828 -3177.143066 72.439316,6810.451172 -6727.209473 -103.834732,4627.866211 -14547.751953 -5.01169,-2513.690918 12304.504883 -142.633911,14008.063477 14062.841797 100.948814,11892.993164 465.533173 -116.836403,
172.835999 , 2 , true , -9227.723633 9045.841797 -5.487155,-89.361061 5080.505371 130.673065,-8319.28125 -4987.986328 -145.709457,12696.883789 3610.638672 60.222561,1688.761841 11976.128906 148.178329,10014.961914 3281.199463 146.13707,-11058.541992 7419.742188 -136.168564,1228.158691 -3056.234375 8.640592,-12309.404297 -9576.000977 -61.854393,-5230.598145 -10865.790039 36.672325,-3395.886719 -9590.615234 -88.457329,11951.842773 -10519.866211 -114.44017,4779.020996 3269.238281 -47.044266,14220.799805 4904.766602 131.456635,13482.746094 -6587.314453 -149.277817,13501.885742 13142.448242 -1.650207,-2357.438721 4793.057129 159.740097,4464.455566 -9655.90625 -74.170525,-8582.027344 11656.324219 70.017097,-3842.716064 -6796.77832 -43.667412,-4065.80127 2426.082275 -60.496212,8827.754883 14034.792969 34.184517,-14569.319336 -3147.588623 72.439316,6803.03418 -6757.316406 -103.834732,4658.745117 -14550.446289 -5.01169,-2538.325928 12285.705078 -142.633911,14002.19043 14093.266602 100.948814,11879.006836 437.871765 -116.836403,
