trial, posx, posy, posz, rot
4 , 13123.758789 , -1994.917725 , 75.0 , -51.740437
4 , 13617.813477 , -8807.914062 , 75.0 , 140.153275
4 , 282.451172 , -1711.791016 , 75.0 , -81.42775
4 , -13711.891602 , 2517.160156 , 75.0 , -157.12178
4 , 9327.37793 , 2324.554688 , 75.0 , 79.179565
4 , 12692.711914 , 9220.666016 , 75.0 , 16.446571
4 , 3537.073242 , -12902.978516 , 75.0 , -87.433441
4 , 10420.21582 , -14488.637695 , 75.0 , 25.489683
4 , 13562.532227 , -765.964111 , 75.0 , -118.761536
4 , 7710.631836 , 3053.152588 , 75.0 , -33.33733
4 , 7522.581055 , -4660.722656 , 75.0 , 36.592262
4 , -7575.350586 , 10561.046875 , 75.0 , -37.958321
4 , 12505.606445 , 1400.13208 , 75.0 , -107.064888
4 , -3811.192383 , -4401.367188 , 75.0 , -123.026741
4 , 6958.069336 , -2616.86792 , 75.0 , -103.426529
4 , -10152.000977 , -11556.301758 , 75.0 , 125.714409
4 , 13127.743164 , -14811.34668 , 75.0 , -4.476534
4 , -9923.538086 , -3117.607422 , 75.0 , -22.331985
4 , -8681.141602 , -14021.475586 , 75.0 , -171.3564
4 , 7364.866211 , -13577.759766 , 75.0 , -168.378708
4 , -1089.913086 , -8101.191406 , 75.0 , -1.430084
4 , 4700.239258 , -5311.208984 , 75.0 , 102.271561
