trial, time, gameplay?, 1 (x y rot), 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28,
1 , 68.510002 , true , 6438.697266 1257.932739 69.999077,8938.697266 1257.932739 69.999077,7688.697266 3422.642578 69.999077,5188.697266 3422.642334 69.999077,3938.697266 1257.932495 69.999077,5188.697266 -907.308838 69.999077,7688.697266 -907.308838 69.999077,1952.134521 6829.246582 11.754079,4452.305176 6829.246582 11.754079,3202.127686 8992.399414 11.754079,702.143311 8992.399414 11.754079,-547.872314 6829.246582 11.754079,702.143677 4664.183105 11.754079,3202.127441 4664.183105 11.754079,-7597.664062 4080.068848 113.770157,-5097.664062 4080.068848 113.770157,-6347.664062 6245.132812 113.770157,-8846.076172 6245.132324 113.770157,-10095.75293 4080.068604 113.770157,-8846.076172 1915.362915 113.770157,-6347.664062 1915.362915 113.770157,-486.041504 -8142.954102 37.673351,2013.958496 -8142.954102 37.673351,763.95874 -5977.890625 37.673351,-1736.041748 -5977.890625 37.673351,-2985.771484 -8142.954102 37.673351,-1736.04126 -10308.017578 37.673351,763.958618 -10308.017578 37.673351,
1 , 69.010002 , true , 6443.995117 1272.498047 69.999077,8943.995117 1272.498047 69.999077,7693.995117 3437.204102 69.999077,5193.995117 3437.203857 69.999077,3943.995117 1272.497803 69.999077,5193.995117 -892.74353 69.999077,7693.995117 -892.74353 69.999077,1967.309082 6832.410156 11.754079,4467.487305 6832.410156 11.754079,3217.302246 8995.547852 11.754079,717.317871 8995.547852 11.754079,-532.697754 6832.410156 11.754079,717.318237 4667.34668 11.754079,3217.302002 4667.34668 11.754079,-7603.915527 4094.251953 113.770157,-5103.915527 4094.251953 113.770157,-6353.915527 6259.315918 113.770157,-8852.3125 6259.31543 113.770157,-10101.989258 4094.251709 113.770157,-8852.3125 1929.549805 113.770157,-6353.915527 1929.549805 113.770157,-473.773193 -8133.478516 37.673351,2026.226807 -8133.478516 37.673351,776.227051 -5968.415039 37.673351,-1723.773438 -5968.415039 37.673351,-2973.503174 -8133.478516 37.673351,-1723.772949 -10298.541992 37.673351,776.226929 -10298.541992 37.673351,
1 , 69.510002 , true , 6449.292969 1287.063354 69.999077,8949.292969 1287.063354 69.999077,7699.292969 3451.765625 69.999077,5199.292969 3451.765381 69.999077,3949.292969 1287.06311 69.999077,5199.292969 -878.178223 69.999077,7699.292969 -878.178223 69.999077,1982.483643 6835.57373 11.754079,4482.669434 6835.57373 11.754079,3232.476807 8998.696289 11.754079,732.492432 8998.696289 11.754079,-517.523193 6835.57373 11.754079,732.492798 4670.510254 11.754079,3232.476562 4670.510254 11.754079,-7610.166992 4108.435059 113.770157,-5110.166992 4108.435059 113.770157,-6360.166992 6273.499023 113.770157,-8858.548828 6273.498535 113.770157,-10108.225586 4108.435059 113.770157,-8858.548828 1943.736694 113.770157,-6360.166992 1943.736694 113.770157,-461.504883 -8124.00293 37.673351,2038.495117 -8124.00293 37.673351,788.495361 -5958.939453 37.673351,-1711.505127 -5958.939453 37.673351,-2961.234863 -8124.00293 37.673351,-1711.504639 -10289.066406 37.673351,788.495239 -10289.066406 37.673351,
1 , 70.010002 , true , 6454.59082 1301.628662 69.999077,8954.59082 1301.628662 69.999077,7704.59082 3466.327148 69.999077,5204.59082 3466.326904 69.999077,3954.59082 1301.628418 69.999077,5204.59082 -863.612915 69.999077,7704.59082 -863.612915 69.999077,1997.658203 6838.737305 11.754079,4497.851562 6838.737305 11.754079,3247.651367 9001.844727 11.754079,747.666992 9001.844727 11.754079,-502.348633 6838.737305 11.754079,747.667358 4673.673828 11.754079,3247.651123 4673.673828 11.754079,-7616.418457 4122.618164 113.770157,-5116.418457 4122.618164 113.770157,-6366.418457 6287.682129 113.770157,-8864.785156 6287.681641 113.770157,-10114.461914 4122.618164 113.770157,-8864.785156 1957.923584 113.770157,-6366.418457 1957.923584 113.770157,-449.236572 -8114.527344 37.673351,2050.763428 -8114.527344 37.673351,800.763672 -5949.463867 37.673351,-1699.236816 -5949.463867 37.673351,-2948.966553 -8114.527344 37.673351,-1699.236328 -10279.59082 37.673351,800.76355 -10279.59082 37.673351,
1 , 70.510002 , true , 6459.888672 1316.19397 69.999077,8959.888672 1316.19397 69.999077,7709.888672 3480.888672 69.999077,5209.888672 3480.888428 69.999077,3959.888672 1316.193726 69.999077,5209.888672 -849.047607 69.999077,7709.888672 -849.047607 69.999077,2012.832764 6841.900879 11.754079,4513.033691 6841.900879 11.754079,3262.825928 9004.993164 11.754079,762.841553 9004.993164 11.754079,-487.174072 6841.900879 11.754079,762.841919 4676.837402 11.754079,3262.825684 4676.837402 11.754079,-7622.669922 4136.80127 113.770157,-5122.669922 4136.80127 113.770157,-6372.669922 6301.865234 113.770157,-8871.021484 6301.864746 113.770157,-10120.698242 4136.80127 113.770157,-8871.021484 1972.110474 113.770157,-6372.669922 1972.110474 113.770157,-436.968262 -8105.051758 37.673351,2063.031738 -8105.051758 37.673351,813.031982 -5939.988281 37.673351,-1686.968506 -5939.988281 37.673351,-2936.698242 -8105.051758 37.673351,-1686.968018 -10270.115234 37.673351,813.03186 -10270.115234 37.673351,
1 , 71.010002 , true , 6465.186523 1330.759277 69.999077,8965.186523 1330.759277 69.999077,7715.186523 3495.450195 69.999077,5215.186523 3495.449951 69.999077,3965.186523 1330.759033 69.999077,5215.186523 -834.4823 69.999077,7715.186523 -834.4823 69.999077,2028.007324 6845.064453 11.754079,4528.21582 6845.064453 11.754079,3278.000488 9008.141602 11.754079,778.016113 9008.141602 11.754079,-471.999512 6845.064453 11.754079,778.016479 4680.000977 11.754079,3278.000244 4680.000977 11.754079,-7628.921387 4150.984375 113.770157,-5128.921387 4150.984375 113.770157,-6378.921387 6316.04834 113.770157,-8877.257812 6316.047852 113.770157,-10126.93457 4150.984375 113.770157,-8877.257812 1986.297363 113.770157,-6378.921387 1986.297363 113.770157,-424.699951 -8095.576172 37.673351,2075.300049 -8095.576172 37.673351,825.300293 -5930.512695 37.673351,-1674.700195 -5930.512695 37.673351,-2924.429932 -8095.576172 37.673351,-1674.699707 -10260.639648 37.673351,825.300171 -10260.639648 37.673351,
1 , 71.510002 , true , 6470.484375 1345.324585 69.999077,8970.484375 1345.324585 69.999077,7720.484375 3510.011719 69.999077,5220.484375 3510.011475 69.999077,3970.484375 1345.324341 69.999077,5220.484375 -819.916992 69.999077,7720.484375 -819.916992 69.999077,2043.181885 6848.228027 11.754079,4543.397949 6848.228027 11.754079,3293.175049 9011.290039 11.754079,793.190674 9011.290039 11.754079,-456.824951 6848.228027 11.754079,793.19104 4683.164551 11.754079,3293.174805 4683.164551 11.754079,-7635.172852 4165.16748 113.770157,-5135.172852 4165.16748 113.770157,-6385.172852 6330.231445 113.770157,-8883.494141 6330.230957 113.770157,-10133.170898 4165.16748 113.770157,-8883.494141 2000.484253 113.770157,-6385.172852 2000.484253 113.770157,-412.431641 -8086.100586 37.673351,2087.568359 -8086.100586 37.673351,837.568604 -5921.037109 37.673351,-1662.431885 -5921.037109 37.673351,-2912.161621 -8086.100586 37.673351,-1662.431396 -10251.164062 37.673351,837.568481 -10251.164062 37.673351,
1 , 72.010002 , true , 6475.782227 1359.889893 69.999077,8975.782227 1359.889893 69.999077,7725.782227 3524.573242 69.999077,5225.782227 3524.572998 69.999077,3975.782227 1359.889648 69.999077,5225.782227 -805.351685 69.999077,7725.782227 -805.351685 69.999077,2058.356445 6851.391602 11.754079,4558.580078 6851.391602 11.754079,3308.349609 9014.438477 11.754079,808.365234 9014.438477 11.754079,-441.650391 6851.391602 11.754079,808.365601 4686.328125 11.754079,3308.349365 4686.328125 11.754079,-7641.424316 4179.350586 113.770157,-5141.424316 4179.350586 113.770157,-6391.424316 6344.414551 113.770157,-8889.730469 6344.414062 113.770157,-10139.407227 4179.350586 113.770157,-8889.730469 2014.671143 113.770157,-6391.424316 2014.671143 113.770157,-400.16333 -8076.625 37.673351,2099.83667 -8076.625 37.673351,849.836914 -5911.561523 37.673351,-1650.163574 -5911.561523 37.673351,-2899.893311 -8076.625 37.673351,-1650.163086 -10241.688477 37.673351,849.836792 -10241.688477 37.673351,
1 , 72.510002 , true , 6481.080078 1374.4552 69.999077,8981.080078 1374.4552 69.999077,7731.080078 3539.134766 69.999077,5231.080078 3539.134521 69.999077,3981.080078 1374.454956 69.999077,5231.080078 -790.786377 69.999077,7731.080078 -790.786377 69.999077,2073.531006 6854.555176 11.754079,4573.762207 6854.555176 11.754079,3323.52417 9017.586914 11.754079,823.539795 9017.586914 11.754079,-426.47583 6854.555176 11.754079,823.540161 4689.491699 11.754079,3323.523926 4689.491699 11.754079,-7647.675781 4193.533691 113.770157,-5147.675781 4193.533691 113.770157,-6397.675781 6358.597656 113.770157,-8895.966797 6358.597168 113.770157,-10145.643555 4193.533691 113.770157,-8895.966797 2028.858032 113.770157,-6397.675781 2028.858032 113.770157,-387.89502 -8067.149414 37.673351,2112.10498 -8067.149414 37.673351,862.105225 -5902.085938 37.673351,-1637.895264 -5902.085938 37.673351,-2887.625 -8067.149414 37.673351,-1637.894775 -10232.212891 37.673351,862.105103 -10232.212891 37.673351,
1 , 73.010002 , true , 6486.37793 1389.020508 69.999077,8986.37793 1389.020508 69.999077,7736.37793 3553.696289 69.999077,5236.37793 3553.696045 69.999077,3986.37793 1389.020264 69.999077,5236.37793 -776.221069 69.999077,7736.37793 -776.221069 69.999077,2088.705566 6857.71875 11.754079,4588.944336 6857.71875 11.754079,3338.69873 9020.735352 11.754079,838.714355 9020.735352 11.754079,-411.30127 6857.71875 11.754079,838.714722 4692.655273 11.754079,3338.698486 4692.655273 11.754079,-7653.927246 4207.716797 113.770157,-5153.927246 4207.716797 113.770157,-6403.927246 6372.780762 113.770157,-8902.203125 6372.780273 113.770157,-10151.879883 4207.716797 113.770157,-8902.203125 2043.044922 113.770157,-6403.927246 2043.044922 113.770157,-375.626709 -8057.673828 37.673351,2124.373291 -8057.673828 37.673351,874.373535 -5892.610352 37.673351,-1625.626953 -5892.610352 37.673351,-2875.356689 -8057.673828 37.673351,-1625.626465 -10222.737305 37.673351,874.373413 -10222.737305 37.673351,
1 , 73.510002 , true , 6491.675781 1403.585815 69.999077,8991.675781 1403.585815 69.999077,7741.675781 3568.257812 69.999077,5241.675781 3568.257568 69.999077,3991.675781 1403.585571 69.999077,5241.675781 -761.655762 69.999077,7741.675781 -761.655762 69.999077,2103.880127 6860.882324 11.754079,4604.126465 6860.882324 11.754079,3353.873291 9023.883789 11.754079,853.888916 9023.883789 11.754079,-396.126709 6860.882324 11.754079,853.889282 4695.818848 11.754079,3353.873047 4695.818848 11.754079,-7660.178711 4221.899902 113.770157,-5160.178711 4221.899902 113.770157,-6410.178711 6386.963867 113.770157,-8908.439453 6386.963379 113.770157,-10158.116211 4221.899902 113.770157,-8908.439453 2057.229248 113.770157,-6410.178711 2057.229248 113.770157,-363.358398 -8048.198242 37.673351,2136.641602 -8048.198242 37.673351,886.641846 -5883.134766 37.673351,-1613.358643 -5883.134766 37.673351,-2863.088379 -8048.198242 37.673351,-1613.358154 -10213.261719 37.673351,886.641724 -10213.261719 37.673351,
1 , 74.010002 , true , 6496.973633 1418.151123 69.999077,8996.973633 1418.151123 69.999077,7746.973633 3582.819336 69.999077,5246.973633 3582.819092 69.999077,3996.973633 1418.150879 69.999077,5246.973633 -747.090454 69.999077,7746.973633 -747.090454 69.999077,2119.054688 6864.045898 11.754079,4619.308594 6864.045898 11.754079,3369.047852 9027.032227 11.754079,869.063477 9027.032227 11.754079,-380.952148 6864.045898 11.754079,869.063843 4698.982422 11.754079,3369.047607 4698.982422 11.754079,-7666.430176 4236.083008 113.770157,-5166.430176 4236.083008 113.770157,-6416.430176 6401.146973 113.770157,-8914.675781 6401.146484 113.770157,-10164.352539 4236.083008 113.770157,-8914.675781 2071.412354 113.770157,-6416.430176 2071.412354 113.770157,-351.090088 -8038.722656 37.673351,2148.909912 -8038.722656 37.673351,898.910156 -5873.65918 37.673351,-1601.090332 -5873.65918 37.673351,-2850.820068 -8038.722656 37.673351,-1601.089844 -10203.786133 37.673351,898.910034 -10203.786133 37.673351,
1 , 74.510002 , true , 6502.271484 1432.716431 69.999077,9002.271484 1432.716431 69.999077,7752.271484 3597.380859 69.999077,5252.271484 3597.380615 69.999077,4002.271484 1432.716187 69.999077,5252.271484 -732.525146 69.999077,7752.271484 -732.525146 69.999077,2134.229248 6867.209473 11.754079,4634.490723 6867.209473 11.754079,3384.222412 9030.180664 11.754079,884.238037 9030.180664 11.754079,-365.777588 6867.209473 11.754079,884.238403 4702.145996 11.754079,3384.222168 4702.145996 11.754079,-7672.681641 4250.266113 113.770157,-5172.681641 4250.266113 113.770157,-6422.681641 6415.330078 113.770157,-8920.912109 6415.32959 113.770157,-10170.588867 4250.266113 113.770157,-8920.912109 2085.595459 113.770157,-6422.681641 2085.595459 113.770157,-338.821777 -8029.24707 37.673351,2161.178223 -8029.24707 37.673351,911.178467 -5864.183594 37.673351,-1588.822021 -5864.183594 37.673351,-2838.551758 -8029.24707 37.673351,-1588.821533 -10194.310547 37.673351,911.178345 -10194.310547 37.673351,
1 , 75.011002 , true , 6507.569336 1447.281738 69.999077,9007.569336 1447.281738 69.999077,7757.569336 3611.942383 69.999077,5257.569336 3611.942139 69.999077,4007.569336 1447.281494 69.999077,5257.569336 -717.959839 69.999077,7757.569336 -717.959839 69.999077,2149.403809 6870.373047 11.754079,4649.672852 6870.373047 11.754079,3399.396973 9033.329102 11.754079,899.412598 9033.329102 11.754079,-350.603027 6870.373047 11.754079,899.412964 4705.30957 11.754079,3399.396729 4705.30957 11.754079,-7678.933105 4264.449219 113.770157,-5178.933105 4264.449219 113.770157,-6428.933105 6429.513184 113.770157,-8927.148438 6429.512695 113.770157,-10176.825195 4264.449219 113.770157,-8927.148438 2099.778564 113.770157,-6428.933105 2099.778564 113.770157,-326.553467 -8019.771484 37.673351,2173.446533 -8019.771484 37.673351,923.446777 -5854.708008 37.673351,-1576.553711 -5854.708008 37.673351,-2826.283447 -8019.771484 37.673351,-1576.553223 -10184.834961 37.673351,923.446655 -10184.834961 37.673351,
1 , 75.511002 , true , 6512.867188 1461.847046 69.999077,9012.867188 1461.847046 69.999077,7762.867188 3626.503906 69.999077,5262.867188 3626.503662 69.999077,4012.867188 1461.846802 69.999077,5262.867188 -703.394531 69.999077,7762.867188 -703.394531 69.999077,2164.578369 6873.536621 11.754079,4664.85498 6873.536621 11.754079,3414.571533 9036.477539 11.754079,914.587158 9036.477539 11.754079,-335.428467 6873.536621 11.754079,914.587524 4708.473145 11.754079,3414.571289 4708.473145 11.754079,-7685.18457 4278.632324 113.770157,-5185.18457 4278.632324 113.770157,-6435.18457 6443.696289 113.770157,-8933.384766 6443.695801 113.770157,-10183.061523 4278.632324 113.770157,-8933.384766 2113.96167 113.770157,-6435.18457 2113.96167 113.770157,-314.285156 -8010.295898 37.673351,2185.714844 -8010.295898 37.673351,935.715088 -5845.232422 37.673351,-1564.2854 -5845.232422 37.673351,-2814.015137 -8010.295898 37.673351,-1564.284912 -10175.359375 37.673351,935.714966 -10175.359375 37.673351,
1 , 76.010002 , true , 6518.165039 1476.412354 69.999077,9018.165039 1476.412354 69.999077,7768.165039 3641.06543 69.999077,5268.165039 3641.065186 69.999077,4018.165039 1476.412109 69.999077,5268.165039 -688.829224 69.999077,7768.165039 -688.829224 69.999077,2179.75293 6876.700195 11.754079,4680.037109 6876.700195 11.754079,3429.746094 9039.625977 11.754079,929.761719 9039.625977 11.754079,-320.253906 6876.700195 11.754079,929.762085 4711.636719 11.754079,3429.74585 4711.636719 11.754079,-7691.436035 4292.81543 113.770157,-5191.436035 4292.81543 113.770157,-6441.436035 6457.879395 113.770157,-8939.621094 6457.878906 113.770157,-10189.297852 4292.81543 113.770157,-8939.621094 2128.144775 113.770157,-6441.436035 2128.144775 113.770157,-302.016846 -8000.820312 37.673351,2197.983154 -8000.820312 37.673351,947.983398 -5835.756836 37.673351,-1552.01709 -5835.756836 37.673351,-2801.746826 -8000.820312 37.673351,-1552.016602 -10165.883789 37.673351,947.983276 -10165.883789 37.673351,
1 , 76.511002 , true , 6523.462891 1490.977661 69.999077,9023.462891 1490.977661 69.999077,7773.462891 3655.626953 69.999077,5273.462891 3655.626709 69.999077,4023.462891 1490.977417 69.999077,5273.462891 -674.263916 69.999077,7773.462891 -674.263916 69.999077,2194.92749 6879.86377 11.754079,4695.219238 6879.86377 11.754079,3444.920654 9042.774414 11.754079,944.936279 9042.774414 11.754079,-305.079346 6879.86377 11.754079,944.936646 4714.800293 11.754079,3444.92041 4714.800293 11.754079,-7697.6875 4306.998535 113.770157,-5197.6875 4306.998535 113.770157,-6447.6875 6472.0625 113.770157,-8945.857422 6472.062012 113.770157,-10195.53418 4306.998535 113.770157,-8945.857422 2142.327881 113.770157,-6447.6875 2142.327881 113.770157,-289.748535 -7991.344727 37.673351,2210.251465 -7991.344727 37.673351,960.251709 -5826.28125 37.673351,-1539.748779 -5826.28125 37.673351,-2789.478516 -7991.344727 37.673351,-1539.748291 -10156.408203 37.673351,960.251587 -10156.408203 37.673351,
1 , 77.011002 , true , 6528.760742 1505.542969 69.999077,9028.760742 1505.542969 69.999077,7778.760742 3670.188477 69.999077,5278.760742 3670.188232 69.999077,4028.760742 1505.542725 69.999077,5278.760742 -659.698608 69.999077,7778.760742 -659.698608 69.999077,2210.102051 6883.027344 11.754079,4710.401367 6883.027344 11.754079,3460.095215 9045.922852 11.754079,960.11084 9045.922852 11.754079,-289.904785 6883.027344 11.754079,960.111206 4717.963867 11.754079,3460.094971 4717.963867 11.754079,-7703.938965 4321.181641 113.770157,-5203.938965 4321.181641 113.770157,-6453.938965 6486.245605 113.770157,-8952.09375 6486.245117 113.770157,-10201.770508 4321.181641 113.770157,-8952.09375 2156.510986 113.770157,-6453.938965 2156.510986 113.770157,-277.480225 -7981.869141 37.673351,2222.519775 -7981.869141 37.673351,972.52002 -5816.805664 37.673351,-1527.480469 -5816.805664 37.673351,-2777.210205 -7981.869141 37.673351,-1527.47998 -10146.932617 37.673351,972.519897 -10146.932617 37.673351,
1 , 77.511002 , true , 6534.058594 1520.108276 69.999077,9034.058594 1520.108276 69.999077,7784.058594 3684.75 69.999077,5284.058594 3684.749756 69.999077,4034.058594 1520.108032 69.999077,5284.058594 -645.133301 69.999077,7784.058594 -645.133301 69.999077,2225.276611 6886.190918 11.754079,4725.583496 6886.190918 11.754079,3475.269775 9049.071289 11.754079,975.2854 9049.071289 11.754079,-274.730225 6886.190918 11.754079,975.285767 4721.127441 11.754079,3475.269531 4721.127441 11.754079,-7710.19043 4335.364746 113.770157,-5210.19043 4335.364746 113.770157,-6460.19043 6500.428711 113.770157,-8958.330078 6500.428223 113.770157,-10208.006836 4335.364746 113.770157,-8958.330078 2170.694092 113.770157,-6460.19043 2170.694092 113.770157,-265.211914 -7972.393555 37.673351,2234.788086 -7972.393555 37.673351,984.78833 -5807.330078 37.673351,-1515.212158 -5807.330078 37.673351,-2764.941895 -7972.393555 37.673351,-1515.21167 -10137.457031 37.673351,984.788208 -10137.457031 37.673351,
1 , 78.011002 , true , 6539.356445 1534.673584 69.999077,9039.356445 1534.673584 69.999077,7789.356445 3699.311523 69.999077,5289.356445 3699.311279 69.999077,4039.356445 1534.67334 69.999077,5289.356445 -630.567993 69.999077,7789.356445 -630.567993 69.999077,2240.451172 6889.354492 11.754079,4740.765625 6889.354492 11.754079,3490.444336 9052.219727 11.754079,990.459961 9052.219727 11.754079,-259.555664 6889.354492 11.754079,990.460327 4724.291016 11.754079,3490.444092 4724.291016 11.754079,-7716.441895 4349.547852 113.770157,-5216.441895 4349.547852 113.770157,-6466.441895 6514.611816 113.770157,-8964.566406 6514.611328 113.770157,-10214.243164 4349.547852 113.770157,-8964.566406 2184.877197 113.770157,-6466.441895 2184.877197 113.770157,-252.943604 -7962.917969 37.673351,2247.056396 -7962.917969 37.673351,997.056641 -5797.854492 37.673351,-1502.943848 -5797.854492 37.673351,-2752.673584 -7962.917969 37.673351,-1502.943359 -10127.981445 37.673351,997.056519 -10127.981445 37.673351,
1 , 78.511002 , true , 6544.654297 1549.238892 69.999077,9044.654297 1549.238892 69.999077,7794.654297 3713.873047 69.999077,5294.654297 3713.872803 69.999077,4044.654297 1549.238647 69.999077,5294.654297 -616.002686 69.999077,7794.654297 -616.002686 69.999077,2255.625732 6892.518066 11.754079,4755.947754 6892.518066 11.754079,3505.618896 9055.368164 11.754079,1005.634521 9055.368164 11.754079,-244.380737 6892.518066 11.754079,1005.634888 4727.45459 11.754079,3505.618652 4727.45459 11.754079,-7722.693359 4363.730957 113.770157,-5222.693359 4363.730957 113.770157,-6472.693359 6528.794922 113.770157,-8970.802734 6528.794434 113.770157,-10220.479492 4363.730957 113.770157,-8970.802734 2199.060303 113.770157,-6472.693359 2199.060303 113.770157,-240.675293 -7953.442383 37.673351,2259.324707 -7953.442383 37.673351,1009.324951 -5788.378906 37.673351,-1490.675537 -5788.378906 37.673351,-2740.405273 -7953.442383 37.673351,-1490.675049 -10118.505859 37.673351,1009.324829 -10118.505859 37.673351,
1 , 79.012001 , true , 6549.952148 1563.804199 69.999077,9049.952148 1563.804199 69.999077,7799.952148 3728.43457 69.999077,5299.952148 3728.434326 69.999077,4049.952148 1563.803955 69.999077,5299.952148 -601.437378 69.999077,7799.952148 -601.437378 69.999077,2270.800293 6895.681641 11.754079,4771.129883 6895.681641 11.754079,3520.793457 9058.516602 11.754079,1020.809082 9058.516602 11.754079,-229.205704 6895.681641 11.754079,1020.809448 4730.618164 11.754079,3520.793213 4730.618164 11.754079,-7728.944824 4377.914062 113.770157,-5228.944824 4377.914062 113.770157,-6478.944824 6542.978027 113.770157,-8977.039062 6542.977539 113.770157,-10226.71582 4377.914062 113.770157,-8977.039062 2213.243408 113.770157,-6478.944824 2213.243408 113.770157,-228.406982 -7943.966797 37.673351,2271.593018 -7943.966797 37.673351,1021.593262 -5778.90332 37.673351,-1478.407227 -5778.90332 37.673351,-2728.136963 -7943.966797 37.673351,-1478.406738 -10109.030273 37.673351,1021.59314 -10109.030273 37.673351,
1 , 79.512001 , true , 6555.25 1578.369507 69.999077,9055.25 1578.369507 69.999077,7805.25 3742.996094 69.999077,5305.25 3742.99585 69.999077,4055.25 1578.369263 69.999077,5305.25 -586.87207 69.999077,7805.25 -586.87207 69.999077,2285.974854 6898.845215 11.754079,4786.312012 6898.845215 11.754079,3535.968018 9061.665039 11.754079,1035.983643 9061.665039 11.754079,-214.03067 6898.845215 11.754079,1035.984009 4733.781738 11.754079,3535.967773 4733.781738 11.754079,-7735.196289 4392.097168 113.770157,-5235.196289 4392.097168 113.770157,-6485.196289 6557.161133 113.770157,-8983.275391 6557.160645 113.770157,-10232.952148 4392.097168 113.770157,-8983.275391 2227.426514 113.770157,-6485.196289 2227.426514 113.770157,-216.138672 -7934.491211 37.673351,2283.861328 -7934.491211 37.673351,1033.861572 -5769.427734 37.673351,-1466.138916 -5769.427734 37.673351,-2715.868652 -7934.491211 37.673351,-1466.138428 -10099.554688 37.673351,1033.86145 -10099.554688 37.673351,
1 , 80.012001 , true , 6560.547852 1592.934814 69.999077,9060.547852 1592.934814 69.999077,7810.547852 3757.557617 69.999077,5310.547852 3757.557373 69.999077,4060.547852 1592.93457 69.999077,5310.547852 -572.306763 69.999077,7810.547852 -572.306763 69.999077,2301.149414 6902.008789 11.754079,4801.494141 6902.008789 11.754079,3551.142578 9064.813477 11.754079,1051.158203 9064.813477 11.754079,-198.855637 6902.008789 11.754079,1051.158569 4736.945312 11.754079,3551.142334 4736.945312 11.754079,-7741.447754 4406.280273 113.770157,-5241.447754 4406.280273 113.770157,-6491.447754 6571.344238 113.770157,-8989.511719 6571.34375 113.770157,-10239.188477 4406.280273 113.770157,-8989.511719 2241.609619 113.770157,-6491.447754 2241.609619 113.770157,-203.870361 -7925.015625 37.673351,2296.129639 -7925.015625 37.673351,1046.129883 -5759.952148 37.673351,-1453.870605 -5759.952148 37.673351,-2703.600342 -7925.015625 37.673351,-1453.870117 -10090.079102 37.673351,1046.129761 -10090.079102 37.673351,
1 , 80.512001 , true , 6565.845703 1607.500122 69.999077,9065.845703 1607.500122 69.999077,7815.845703 3772.119141 69.999077,5315.845703 3772.118896 69.999077,4065.845703 1607.499878 69.999077,5315.845703 -557.741455 69.999077,7815.845703 -557.741455 69.999077,2316.323975 6905.172363 11.754079,4816.67627 6905.172363 11.754079,3566.317139 9067.961914 11.754079,1066.332764 9067.961914 11.754079,-183.680603 6905.172363 11.754079,1066.33313 4740.108887 11.754079,3566.316895 4740.108887 11.754079,-7747.699219 4420.463379 113.770157,-5247.699219 4420.463379 113.770157,-6497.699219 6585.527344 113.770157,-8995.748047 6585.526855 113.770157,-10245.424805 4420.463379 113.770157,-8995.748047 2255.792725 113.770157,-6497.699219 2255.792725 113.770157,-191.602051 -7915.540039 37.673351,2308.397949 -7915.540039 37.673351,1058.398193 -5750.476562 37.673351,-1441.602295 -5750.476562 37.673351,-2691.332031 -7915.540039 37.673351,-1441.601807 -10080.603516 37.673351,1058.398071 -10080.603516 37.673351,
1 , 81.012001 , true , 6571.143555 1622.06543 69.999077,9071.143555 1622.06543 69.999077,7821.143555 3786.680664 69.999077,5321.143555 3786.68042 69.999077,4071.143555 1622.065186 69.999077,5321.143555 -543.176147 69.999077,7821.143555 -543.176147 69.999077,2331.498535 6908.335938 11.754079,4831.858398 6908.335938 11.754079,3581.491699 9071.110352 11.754079,1081.507324 9071.110352 11.754079,-168.505569 6908.335938 11.754079,1081.50769 4743.272461 11.754079,3581.491455 4743.272461 11.754079,-7753.950684 4434.646484 113.770157,-5253.950684 4434.646484 113.770157,-6503.950684 6599.710449 113.770157,-9001.984375 6599.709961 113.770157,-10251.661133 4434.646484 113.770157,-9001.984375 2269.97583 113.770157,-6503.950684 2269.97583 113.770157,-179.33374 -7906.064453 37.673351,2320.66626 -7906.064453 37.673351,1070.666504 -5741.000977 37.673351,-1429.333984 -5741.000977 37.673351,-2679.063721 -7906.064453 37.673351,-1429.333496 -10071.12793 37.673351,1070.666382 -10071.12793 37.673351,
1 , 81.512001 , true , 6576.441406 1636.630737 69.999077,9076.441406 1636.630737 69.999077,7826.441406 3801.242188 69.999077,5326.441406 3801.241943 69.999077,4076.441406 1636.630493 69.999077,5326.441406 -528.61084 69.999077,7826.441406 -528.61084 69.999077,2346.673096 6911.499512 11.754079,4847.040527 6911.499512 11.754079,3596.66626 9074.258789 11.754079,1096.681885 9074.258789 11.754079,-153.330536 6911.499512 11.754079,1096.682251 4746.436035 11.754079,3596.666016 4746.436035 11.754079,-7760.202148 4448.82959 113.770157,-5260.202148 4448.82959 113.770157,-6510.202148 6613.893555 113.770157,-9008.220703 6613.893066 113.770157,-10257.897461 4448.82959 113.770157,-9008.220703 2284.158936 113.770157,-6510.202148 2284.158936 113.770157,-167.06543 -7896.588867 37.673351,2332.93457 -7896.588867 37.673351,1082.934814 -5731.525391 37.673351,-1417.065674 -5731.525391 37.673351,-2666.79541 -7896.588867 37.673351,-1417.065186 -10061.652344 37.673351,1082.934692 -10061.652344 37.673351,
